GEOID,geoName,geoRegion,geoLON,geoLAT,ISO3,2/14/2020,2/15/2020,2/16/2020,2/17/2020,2/18/2020,2/19/2020,2/20/2020,2/21/2020,2/22/2020,2/23/2020,2/24/2020,2/25/2020,2/26/2020,2/27/2020,2/28/2020,2/29/2020,3/1/2020,3/2/2020,3/3/2020,3/4/2020,3/5/2020,3/6/2020,3/7/2020,3/8/2020,3/9/2020,3/10/2020,3/11/2020,3/12/2020,3/13/2020,3/14/2020,3/15/2020,3/16/2020,3/17/2020,3/18/2020,3/19/2020,3/20/2020,3/21/2020,3/22/2020,3/23/2020,3/24/2020,3/25/2020,3/26/2020,3/27/2020,3/28/2020,3/29/2020,3/30/2020,3/31/2020,4/1/2020,4/2/2020,4/3/2020,4/4/2020,4/5/2020,4/6/2020,4/7/2020,4/8/2020,4/9/2020,4/10/2020,4/11/2020,4/12/2020,4/13/2020,4/14/2020,4/15/2020,4/16/2020,4/17/2020,4/18/2020,4/19/2020,4/20/2020,4/21/2020,4/22/2020,4/23/2020,4/24/2020,4/25/2020,4/26/2020,4/27/2020,4/28/2020,4/29/2020,4/30/2020,5/1/2020,5/2/2020,5/3/2020,5/4/2020,5/5/2020,5/6/2020,5/7/2020,5/8/2020,5/9/2020,5/10/2020,5/11/2020,5/12/2020,5/13/2020,5/14/2020,5/15/2020,5/16/2020,5/17/2020,5/18/2020,5/19/2020,5/20/2020,5/21/2020,5/22/2020,5/23/2020,5/24/2020,5/25/2020,5/26/2020,5/27/2020,5/28/2020,5/29/2020,5/30/2020,5/31/2020,6/1/2020,6/2/2020,6/3/2020,6/4/2020,6/5/2020,6/6/2020,6/7/2020,6/8/2020,6/9/2020,6/10/2020,6/11/2020
29180,Lafayette, LA,-92.06,30.02,USA,200,95,56,44,27,18,15,18,17,16,12,12,10,10,7,3,0,0,2,1,1,1,0,1,2,-1,-1,-3,-2,0,0,1,-1,-2,-2,-2,-2,-7,-8,-4,-5,-1,-5,-8,-5,-5,-6,-3,-3,-7,0,0,-4,-3,1,-3,-2,1,0,-4,2,0,1,3,-5,-2,1,1,1,0,1,0,0,0,-1,3,1,-1,2,6,2,0,0,1,3,4,2,2,0,-1,1,1,0,0,0,1,-1,1,-1,0,-1,1,3,1,0,2,2,-1,0,1,0,1,0,1,2,0,-2,1,337
13620,Berlin, NH-VT,-71.42,44.7,USA,200,133,82,22,6,17,10,4,30,3,17,7,7,2,0,12,0,3,5,-1,-1,0,1,7,-5,1,-3,3,8,-5,3,-5,-3,3,3,0,-12,3,-3,-3,5,-3,-4,-13,-17,2,-5,-5,0,3,0,-19,13,3,-9,0,3,0,3,6,8,2,-2,5,2,7,-4,-2,7,-2,-10,7,2,-10,0,-5,8,-8,-5,-6,-3,6,5,13,-2,0,-8,10,2,-2,-13,2,2,-2,-2,-12,-17,-16,4,-4,8,8,-8,4,11,0,10,6,0,11,2,2,2,0,-5,-11,5,-2,33
37220,Pahrump, NV,-116.47,38.04,USA,200,66,58,24,19,34,4,11,27,12,6,4,4,7,0,-1,-8,4,0,-8,4,0,-15,-5,0,2,-2,2,-2,2,11,-2,0,-2,2,0,0,2,-4,4,2,-4,4,-4,-9,-2,-2,2,-5,0,2,-8,8,-2,2,-2,-11,3,0,-3,0,0,0,-6,-3,6,-6,-14,0,-3,18,-6,0,-7,3,3,0,3,9,-3,0,6,0,5,-5,3,0,0,-6,-9,0,-3,-19,4,-8,4,-4,-14,-11,0,5,10,0,9,0,8,11,0,10,-6,-7,10,3,3,-3,0,3,-10,27
24540,Greeley, CO,-104.39,40.55,USA,200,102,54,31,24,24,16,13,13,15,11,9,8,7,2,2,0,0,1,-3,0,1,0,0,0,0,-1,3,1,-2,0,3,-3,0,0,-2,-1,-3,-2,-6,0,-7,-3,-4,-5,-6,0,-1,-6,0,0,-2,-3,4,-3,1,3,3,0,-1,-1,0,3,-1,-2,1,0,-5,0,-2,-5,-5,-2,3,0,0,-2,-1,1,-1,3,3,4,0,0,2,2,-2,0,0,-2,-1,1,-1,0,-1,0,2,0,-1,1,1,0,4,0,3,-1,1,-1,1,-2,-2,0,0,-2,-4,0,-4,177
22660,Fort Collins, CO,-105.46,40.67,USA,200,88,43,35,22,13,19,16,15,9,9,11,8,7,5,2,1,0,3,2,0,2,1,4,2,0,2,0,0,-1,-1,1,0,0,-3,-2,-3,-3,-2,-2,-5,-2,-3,-3,-1,-7,-6,-4,1,-5,-4,-4,-5,0,0,-1,-2,0,0,-2,2,1,-2,1,3,-1,1,0,-3,-2,-2,-1,-3,2,-1,0,0,-1,3,-1,0,0,4,1,0,0,5,5,1,0,1,2,-3,3,0,-2,0,3,4,4,1,-1,2,0,2,1,3,1,0,4,1,0,1,0,0,0,0,1,373
42340,Savannah, GA,-81.3,32.13,USA,200,122,40,24,24,17,15,14,22,14,10,11,8,4,6,0,2,6,2,0,1,3,0,0,2,1,1,5,2,1,2,-2,0,0,-1,-2,-3,-5,-4,-4,-4,-8,-9,-10,-11,-6,-8,-3,-1,-4,-4,-5,-4,-3,-2,2,-3,-4,1,-2,-1,0,-1,-3,-7,3,-1,-2,1,1,1,3,1,1,-2,-2,0,4,9,1,1,2,1,0,6,7,1,-1,4,3,0,-1,1,4,1,0,0,0,0,1,5,8,1,2,0,1,1,0,0,1,0,0,0,0,-2,-1,1,-2,377
37860,Pensacola-Ferry Pass-Brent, FL,-87.16,30.69,USA,200,150,60,28,30,20,25,19,15,13,10,8,8,8,8,2,6,2,1,0,-1,-1,1,1,1,4,3,0,2,1,0,-1,1,0,0,3,0,0,-1,-6,-5,-5,-7,-6,-9,-1,-9,-1,-3,-10,-11,-11,-9,0,-2,0,0,-4,0,-1,1,-4,2,1,9,3,0,4,0,0,0,3,-2,-2,-1,2,0,0,-2,2,3,-2,-3,2,7,7,2,2,8,0,3,3,1,6,1,1,5,1,-1,2,6,4,-1,1,0,6,2,-2,4,0,1,0,2,-2,-3,-3,0,-1,294
29420,Lake Havasu City-Kingman, AZ,-113.76,35.7,USA,100,200,62,44,26,9,20,10,14,18,10,8,8,6,6,-2,4,0,0,3,2,3,8,0,-2,0,-2,4,5,3,-2,0,0,1,0,-1,-8,-1,0,2,1,0,-7,-2,-5,0,-1,-5,-6,1,1,-3,0,-5,-3,-5,1,1,4,-1,0,-1,-1,-4,-3,-1,-4,2,4,1,7,1,3,0,-1,3,1,1,7,5,8,-1,0,-2,-3,4,-2,1,6,0,1,6,4,3,-1,2,0,4,5,8,10,8,0,2,2,0,0,-1,1,0,1,-3,-4,-7,-5,-10,-3,-4,165
14,Bangladesh,ASIA,90.271,23.833,BGD,100,100,100,100,100,200,50,0,46,0,31,8,8,14,12,5,20,8,0,-4,-9,4,8,0,0,0,-4,0,0,-4,-14,-11,0,-12,0,0,-40,18,-28,10,18,-8,0,24,0,0,6,12,11,0,0,0,5,-10,0,-5,-6,-6,0,6,6,-6,-6,0,12,0,-6,17,-5,5,10,0,-4,4,0,9,4,8,3,3,10,-10,0,0,-3,-3,3,0,7,0,-7,-7,-8,-4,-9,14,4,8,-3,-4,8,7,-3,-11,8,7,0,-7,-3,-4,4,-8,12,3,-3,-12,-4,4,23
20580,Eagle Pass, TX,-100.31,28.74,USA,200,133,46,40,0,45,14,27,34,17,11,15,10,1,4,5,4,0,2,-2,2,-4,-9,4,5,-6,-2,9,-1,7,2,1,4,-1,-1,3,-2,-7,-9,-2,-1,-5,-1,-22,-9,-10,-11,-7,-8,-9,-3,-6,0,13,0,-6,3,6,-3,9,2,2,5,7,4,2,6,-4,-6,-4,-5,2,-5,-5,5,2,-2,-17,3,-3,-6,-3,-3,13,11,-2,15,2,4,-2,-4,11,-4,8,-2,0,4,-4,-8,-2,-10,0,-5,8,12,-4,-4,0,0,-2,5,-2,2,9,-2,4,-4,-7,36
69,Ghana,AFRICA,-1.207,7.96,GHA,100,200,120,40,50,46,35,12,14,33,9,26,12,5,6,15,5,15,2,0,2,13,2,0,2,-4,-2,6,0,-3,1,-10,0,1,-3,-8,0,-1,-4,-2,-1,-10,2,-7,-3,-2,-3,-7,-1,-11,-3,-4,4,-1,0,0,-3,0,-3,5,-1,3,-3,4,-6,-5,-5,3,1,5,0,4,-4,-1,-3,-1,0,-5,-1,-1,3,-3,-2,-4,-4,-4,8,-6,2,0,-4,0,6,-2,-2,0,-2,4,4,-6,-6,11,8,5,5,10,-3,4,4,-3,0,3,0,2,1,-1,-7,-1,61
19620,Del Rio, TX,-101.15,29.89,USA,100,200,22,46,22,0,26,7,0,13,17,10,4,12,7,-11,4,-8,-9,4,-4,9,26,3,-3,9,14,0,2,2,2,7,8,8,-3,2,-12,-4,4,-9,2,-2,-2,2,2,-10,-8,0,2,-11,0,-3,-10,6,-22,8,0,-8,4,7,3,-11,3,17,-3,3,3,-9,0,-7,10,6,-6,-6,-3,-7,14,-18,4,3,0,7,3,9,-9,3,6,6,5,5,-11,11,2,0,0,7,-4,-5,0,-2,0,-5,-5,14,2,-8,2,2,0,-2,2,-5,2,0,-5,5,0,-11,34
35840,North Port-Sarasota-Bradenton, FL,-82.32,27.35,USA,200,88,53,28,24,24,16,14,16,18,8,10,10,8,4,1,2,4,1,0,3,2,0,0,2,0,0,0,1,4,0,0,0,0,-1,-2,-1,-5,-2,-2,-3,-3,-3,-8,-7,-7,-4,-5,-5,-3,-6,-2,-7,-5,0,-4,-5,0,0,-1,-1,-2,-2,-1,0,0,3,-2,-2,-3,0,0,-1,1,-2,0,0,0,2,2,0,3,-1,5,3,1,6,1,3,2,1,1,2,4,1,0,1,0,1,3,3,2,2,1,1,0,0,0,1,1,1,0,0,-1,-5,-1,0,-2,502
35060,Natchitoches, LA,-93.1,31.72,USA,200,133,0,82,50,40,9,8,20,22,12,20,11,18,9,2,5,2,0,-2,4,4,1,-3,0,-8,0,-5,-2,0,0,0,-3,-3,-1,-3,-8,-4,-1,-2,-7,-6,-7,-6,-8,-20,-2,2,-15,-5,-5,0,-8,5,-5,-9,14,-2,0,10,5,2,2,-4,4,0,-4,-7,5,-2,-10,-5,-6,-3,-3,-10,10,0,3,0,9,11,2,0,-5,10,7,4,4,4,-6,4,2,2,0,-8,2,4,0,-6,4,-2,-4,-2,8,2,5,7,0,10,1,-1,-3,1,4,0,-1,0,58
10620,Albemarle, NC,-80.25,35.31,USA,200,100,15,44,16,20,27,13,15,13,14,5,5,2,4,-4,6,2,2,-4,-11,-2,-2,0,-11,5,2,15,-4,0,-7,-11,-9,6,14,5,-5,-8,2,-2,2,-14,-6,-3,6,3,0,6,-12,6,0,0,-6,6,-13,7,12,0,-9,-3,0,-3,0,-19,-4,8,15,-15,4,-12,-14,19,8,3,3,-7,3,14,12,-6,-6,-3,0,0,0,-14,-8,12,3,-3,-3,-12,-9,0,0,0,4,9,8,7,16,-6,12,-3,3,2,0,2,2,7,2,-2,-5,7,-7,7,-10,7,39
91,Kenya,AFRICA,37.858,0.53,KEN,200,150,72,33,38,27,19,18,19,23,14,13,10,15,9,4,2,7,3,1,0,4,0,0,0,0,3,-4,0,0,0,-6,-3,-1,0,-5,-2,-3,-2,-4,-7,0,-9,-4,-6,-1,-2,-8,-6,-2,-5,-6,-7,1,-4,-11,5,-2,-2,4,2,3,-1,-3,2,-2,-4,0,-2,6,3,-2,3,-1,-6,4,2,7,-2,4,0,-2,4,-2,-8,3,-1,1,-1,-2,-1,-6,2,-2,5,-1,-6,-2,1,2,-1,-2,8,-2,0,0,-2,2,-2,4,0,-2,4,0,-2,-7,-6,-1,65
16620,Charleston, WV,-81.49,38.27,USA,200,109,69,39,25,18,28,20,17,10,11,12,8,7,5,2,0,3,-1,3,-3,0,0,0,0,-1,2,4,0,-1,1,-1,2,-1,-2,-1,-3,-4,-3,-4,-4,-10,-2,-2,-4,-4,-5,-2,0,-4,-3,0,0,0,-3,0,0,1,0,0,0,-2,2,-1,-2,1,-2,-4,1,2,-3,-2,-2,1,-2,0,-1,0,0,-2,3,5,-2,0,3,-2,0,-2,5,2,1,0,3,1,0,-3,2,4,0,3,0,1,1,-2,-2,1,3,2,-1,3,0,-1,0,3,3,0,2,3,194
37300,Palestine, TX,-95.65,31.81,USA,100,200,100,28,40,15,52,22,33,13,4,18,3,9,0,5,13,4,6,6,4,-4,-4,6,14,0,5,1,6,4,-6,4,-1,-1,-4,3,-4,-3,-12,-1,-8,-8,-9,-13,-9,-20,-16,-9,-16,-19,0,-33,-22,-28,15,44,16,14,6,17,14,-4,4,0,-4,9,12,-8,4,3,-3,-4,4,-8,0,12,-3,7,13,0,-6,9,3,-16,6,3,9,8,-5,-5,5,2,-5,-3,5,-5,3,16,-2,-5,-11,-3,9,5,0,-2,2,-2,-2,-2,-3,-9,3,14,2,2,-2,0,36
18620,Corsicana, TX,-96.47,32.05,USA,200,142,58,24,25,28,18,15,18,13,13,10,9,1,7,-1,2,9,1,3,-2,0,1,4,0,1,1,6,-2,7,-4,0,3,-4,2,1,-4,-5,-1,-2,-3,-6,-1,-9,-2,-14,-8,-7,-2,-8,0,-4,-15,-8,-9,-3,-6,-7,0,7,-7,0,-12,-4,-9,4,13,-8,0,0,0,8,8,-3,7,3,-3,7,6,-6,6,3,0,3,3,5,2,5,0,0,0,7,2,2,-12,16,4,0,4,-2,-2,11,-1,-1,9,-5,-3,0,3,-7,2,0,-2,2,1,-14,2,6,46
10500,Albany, GA,-84.17,31.59,USA,200,100,66,28,11,28,15,0,25,24,12,10,9,11,0,2,2,0,2,9,6,14,-1,-3,2,-4,0,-4,2,2,0,7,7,-3,0,-9,-2,0,-8,6,6,0,3,-1,-5,-4,-8,-9,-13,5,-5,-9,6,3,-19,0,6,0,-3,-3,16,0,11,-11,8,2,-2,-8,0,0,-9,3,3,-6,-14,0,-8,11,-3,0,0,3,7,0,-3,-7,10,6,-10,3,3,-10,10,6,6,-9,-3,-3,0,3,-6,-7,7,3,-3,13,-9,3,-3,6,0,6,0,-9,0,9,3,-6,31
41060,St. Cloud, MN,-94.47,45.59,USA,200,60,63,34,30,26,12,12,22,9,12,10,7,9,3,8,2,1,0,-1,3,3,-2,3,0,0,0,0,3,-2,-3,-2,-1,0,-2,-3,-4,-6,-3,-5,-1,-4,-4,-8,-3,-3,-4,-3,-4,-4,-2,-3,-5,-3,-3,1,-7,-1,0,-2,-2,2,-1,2,-1,1,-1,4,-1,-1,-2,-1,4,2,2,-6,-1,-2,2,0,4,1,2,0,1,10,-5,6,-2,5,0,0,3,0,5,-3,-2,0,-3,-6,3,0,6,-3,3,4,0,3,-1,2,6,-2,6,0,0,-3,-3,0,116
39140,Prescott, AZ,-112.55,34.6,USA,200,133,53,34,23,19,17,32,12,14,10,9,9,7,5,6,2,1,1,4,4,-6,4,4,-1,0,1,3,0,0,0,0,-1,-3,-4,-1,-4,-9,0,-2,-5,-6,-2,-6,-6,-7,0,0,-7,-1,-3,3,-3,-6,-2,-3,1,-1,3,-1,-1,-2,-1,-3,2,5,1,2,5,3,2,-3,0,3,0,0,1,3,0,-1,4,-2,-4,-3,-2,2,3,1,0,-1,5,0,6,9,2,7,5,0,1,6,4,12,3,4,1,5,0,-2,1,0,-2,0,0,-2,1,-9,0,-3,206
34860,Nacogdoches, TX,-94.62,31.62,USA,200,155,66,51,43,11,12,23,17,16,11,11,8,3,6,4,2,0,0,6,8,-2,1,-2,-3,-5,0,5,3,-1,1,0,0,-1,-4,0,-6,0,2,0,-2,-6,-4,-4,-7,-9,-10,-10,-9,-9,-5,-6,-8,0,-5,-1,-17,-4,-9,7,2,4,0,4,5,-8,0,-2,0,4,13,5,5,6,-4,1,-3,0,0,0,-6,-3,-1,3,-9,-1,5,-7,0,-2,4,7,-1,3,14,1,3,1,0,-2,-4,-1,-1,4,-3,-3,0,3,-6,5,-1,-8,1,11,1,1,5,5,76
13780,Binghamton, NY,-76.03,42.16,USA,200,103,30,35,20,21,14,10,11,8,9,10,7,7,2,-3,5,0,0,-2,0,2,2,4,1,2,2,-1,0,1,-1,-2,1,2,-3,-3,-4,-3,-3,-10,-9,-3,-5,1,-11,-2,-6,-10,-1,-1,2,-7,-5,2,2,-1,0,-10,8,0,2,2,2,0,-5,9,1,0,-1,-2,1,-7,-4,-1,-5,-3,0,-6,3,-10,5,1,3,4,0,3,0,1,-1,2,-2,7,-4,-1,-3,0,-1,3,2,-1,5,-2,6,0,-1,9,4,7,1,3,2,3,1,1,-1,1,2,-2,102
19460,Decatur, AL,-87.1,34.49,USA,200,107,46,31,20,28,13,21,21,13,14,8,14,9,5,2,-1,5,5,0,2,2,5,0,5,1,-1,1,0,1,2,1,0,-2,0,-5,-5,-2,-10,0,-4,-5,0,-6,0,-7,-4,0,0,1,-3,-2,0,-2,-2,0,-3,-1,-4,-2,-6,1,-6,-2,-3,7,6,-1,2,-2,0,-4,1,0,-1,0,2,4,0,-4,-4,-1,-2,8,2,6,1,2,6,-2,-2,2,-4,1,-4,1,9,-5,3,3,3,-1,2,5,0,-1,5,0,2,0,-4,0,-1,0,0,7,-2,-1,105
10700,Albertville, AL,-86.31,34.37,USA,200,76,28,34,45,23,11,25,4,3,7,10,7,11,0,1,2,3,-3,-5,-1,-5,8,3,6,-1,1,-1,5,-1,1,-4,-2,0,0,-1,-3,0,-5,-2,-2,-9,-13,-7,-8,-8,-4,2,-4,-5,-8,-8,-3,0,-6,0,3,12,2,5,0,-5,5,0,0,5,2,-5,-2,7,2,-10,5,4,2,0,0,-2,0,2,-2,11,4,-2,0,2,-4,2,0,-4,2,10,1,3,-5,-10,-2,-2,0,6,2,2,0,7,-3,-8,11,-5,3,3,3,5,0,-1,0,-3,-1,-7,54
42460,Scottsboro, AL,-86,34.78,USA,200,0,100,50,18,15,25,28,34,5,15,9,12,14,-3,9,0,-6,6,0,-3,-6,3,12,-3,3,0,0,5,-5,-6,6,-3,0,0,3,-9,-10,-3,-3,-12,-19,0,-5,5,-5,-5,16,-5,-5,-5,-12,28,4,4,4,-9,0,9,8,0,-4,15,3,-3,3,-23,-4,0,-4,4,8,-13,-10,-5,-5,-26,14,12,-6,0,0,11,15,4,-9,4,0,0,-4,4,-4,0,0,4,-4,-16,-19,0,19,11,5,18,-4,0,-14,-10,5,0,0,10,9,16,-3,0,-3,-4,8,26
36580,Oneonta, NY,-75.03,42.63,USA,100,200,80,52,15,19,5,28,11,10,9,3,8,2,12,6,4,-4,8,-2,5,-8,0,4,-2,0,0,7,0,-5,-8,2,-4,0,-2,2,-2,-4,4,14,0,-6,-2,-4,-2,-4,-7,2,-5,-5,-2,-2,-12,-26,4,-4,-9,17,0,-8,0,-9,9,0,4,0,8,7,-7,0,-3,-22,9,0,0,0,-9,4,4,4,0,8,-4,8,3,10,-10,10,9,3,8,-2,0,-2,0,-2,5,5,7,9,2,0,-6,2,-4,2,2,-2,-2,2,-4,-7,-11,-9,6,-9,0,0,28
10860,Alice, TX,-98.09,27.73,USA,200,50,33,35,26,20,11,20,16,3,13,12,20,8,10,5,5,1,5,-1,1,0,1,4,4,0,-7,-3,0,-5,-1,0,-1,1,3,0,-1,-3,-9,0,1,3,-7,1,-5,-4,-4,-4,-9,-8,-11,3,0,-9,-10,0,-16,-9,9,12,-3,3,0,0,7,-3,-3,3,-3,-12,4,4,-4,-8,-4,9,0,4,-4,0,8,7,0,7,3,3,0,-6,0,-10,7,3,3,-6,0,0,6,0,0,-3,3,3,6,-3,-3,0,3,6,2,-5,0,-3,-3,6,0,3,2,2,35
28100,Kankakee, IL,-87.86,41.14,USA,200,114,30,50,27,21,13,2,11,13,17,10,9,3,7,2,3,-5,3,0,5,4,4,2,-5,-2,-6,8,-1,0,0,2,-2,0,-7,1,0,-5,-2,2,2,-5,-6,-5,-2,-4,-5,-4,-1,0,-10,-4,-1,-5,3,-12,1,-5,-1,3,7,0,3,-8,-5,7,5,0,0,1,0,0,1,-5,-5,-9,-6,-4,8,-8,4,4,2,9,1,0,1,6,0,6,4,2,1,8,-1,-2,1,0,0,5,-1,5,-2,3,-1,6,0,-2,0,0,-1,-1,4,-1,0,-4,9,-1,85
41660,San Angelo, TX,-100.67,31.36,USA,200,66,40,28,46,29,20,14,12,13,16,13,8,3,4,4,2,3,-2,-5,-3,4,-1,-1,0,-4,1,4,0,0,1,7,2,0,0,-2,2,-1,-2,-1,-4,-3,-2,-1,-2,-13,-10,-1,-6,-7,-7,-1,-10,-4,0,-5,-8,-1,-9,4,7,-3,10,-5,0,-5,1,3,-5,1,0,3,10,0,0,1,-6,6,3,3,4,12,2,0,1,7,-2,10,0,4,7,1,0,1,3,-7,0,-1,1,-6,5,-7,2,-2,-5,0,2,-1,-2,1,9,1,0,-1,-4,-1,-1,-1,92
33260,Midland, TX,-101.99,32.09,USA,200,88,64,35,21,25,25,15,11,13,11,9,10,8,4,2,-3,0,3,0,-3,-2,2,0,2,0,-1,2,0,0,5,4,-2,2,0,0,-1,-3,-6,0,-1,-7,-3,-2,-5,-9,-1,-10,-5,-2,-6,-2,2,-9,-7,4,-5,2,-1,-2,-1,0,1,0,-2,-3,5,1,1,-8,2,-3,0,0,1,0,0,1,3,4,-1,0,4,4,0,0,2,1,-5,-4,4,0,0,0,-4,6,0,6,0,0,0,-3,4,10,-1,1,3,0,3,-4,0,-2,0,-2,0,5,0,-3,146
21060,Elizabethtown-Fort Knox, KY,-85.97,37.74,USA,200,62,44,18,20,16,9,14,17,15,14,9,2,12,4,4,0,1,-1,1,3,2,1,-3,-3,-3,9,-1,0,0,3,2,2,-2,-1,-3,-5,-1,0,2,-6,-4,-10,-8,-1,-7,-2,-3,-3,-2,3,1,4,-3,-5,-3,3,1,-6,-1,-5,5,-2,-1,-4,-2,-5,1,6,3,-1,-1,-2,1,1,-5,1,2,1,4,0,-1,0,1,2,1,4,3,2,-1,1,-1,1,3,-2,-2,-2,4,-4,-3,-4,-3,0,4,1,-1,0,-5,1,3,1,-9,1,4,3,0,2,0,86
14540,Bowling Green, KY,-86.41,37.04,USA,200,120,66,45,19,26,31,9,20,15,8,13,6,6,5,3,-1,2,5,-1,-1,6,1,0,-1,-5,1,0,3,2,2,0,0,2,-2,-3,-5,-3,1,-2,-3,0,-5,-10,-4,-8,-10,-9,-5,-5,0,-6,-1,2,-2,-4,-1,2,2,0,6,3,0,0,-5,3,-5,-2,-1,0,1,2,-3,4,-7,-2,4,0,3,-2,2,0,2,-4,-3,-5,0,-6,3,0,-4,2,1,6,7,4,1,1,6,2,-2,1,-3,0,1,5,-2,0,0,-1,3,3,-4,4,2,3,7,0,140
35500,Newton, IA,-93.05,41.69,USA,200,28,66,40,15,19,25,12,18,12,16,7,8,4,13,3,6,-3,9,1,0,-1,0,8,0,1,-2,1,-7,5,-5,-3,-3,-3,-8,-1,-5,-16,-9,-5,0,-2,-2,-14,0,9,-9,0,9,0,5,0,2,0,0,7,-5,-5,-8,3,-3,0,-3,6,-3,8,-5,-6,-3,-10,0,6,6,-13,6,-3,0,-3,3,-7,7,3,0,3,34,8,6,5,-7,3,0,1,1,0,-3,0,0,-3,-27,-11,-9,-3,3,-3,6,-3,-10,0,3,3,12,0,2,20,20,-1,0,1,50
18020,Columbus, IN,-85.9,39.21,USA,200,171,51,34,20,21,19,14,14,13,10,6,7,9,16,0,-2,0,2,3,0,0,3,-1,-2,1,0,0,-8,-2,0,-1,-4,-5,-1,-2,-10,-3,2,-7,-3,-8,-7,-6,-5,-3,1,0,-11,-5,-5,-7,-2,4,0,-2,-6,-4,4,-6,-9,2,9,2,6,2,-8,2,-2,8,-2,7,0,1,5,-11,-4,4,3,0,0,1,0,-3,3,-5,0,0,-6,9,1,0,-7,11,6,-1,9,3,7,1,1,1,3,-5,-5,4,4,-6,-4,2,2,4,-4,0,-1,2,-2,0,75
34620,Muncie, IN,-85.4,40.23,USA,200,115,66,40,36,33,18,19,13,11,10,9,7,9,4,1,-1,-1,-2,-2,0,1,2,7,13,10,5,2,3,2,2,2,2,-1,0,-3,-1,-7,-12,-13,-8,-9,-7,-6,-7,-8,-4,-3,-2,-2,-6,-3,-8,-1,-4,1,4,0,0,-3,-8,0,-4,-5,-2,4,11,-1,0,-3,-6,2,-4,2,4,4,4,5,1,-1,-2,1,2,8,4,-4,3,4,-1,0,-2,0,0,0,-1,3,-2,-4,0,3,1,0,0,3,8,0,0,1,0,-2,2,1,1,0,1,-2,0,-4,154
24700,Greensburg, IN,-85.5,39.31,USA,200,100,80,13,11,10,0,0,18,15,13,6,5,5,10,9,-4,0,-4,13,8,10,9,-6,-3,3,12,13,-2,-5,-8,5,0,-9,3,0,-9,3,0,-6,-14,-27,-11,-6,6,-12,0,-6,-15,-28,-25,0,0,0,0,25,10,0,0,-10,0,10,-10,10,9,0,0,0,0,-20,28,8,0,14,6,0,11,15,9,12,7,0,3,6,-3,0,-3,-7,0,3,0,-15,4,-17,-4,9,0,-9,-16,0,5,10,9,0,-4,17,-12,0,0,-4,-4,18,22,0,0,3,-6,-3,28
49100,Winona, MN,-91.78,43.99,USA,200,85,33,13,0,31,8,22,6,17,5,18,11,3,0,-7,-3,11,10,-3,-3,-7,3,13,9,-5,-9,9,8,13,11,-4,2,0,4,-2,-2,-11,0,-2,2,-2,-8,-14,-17,-3,-4,-8,-9,0,0,-10,-18,-6,0,-24,-9,33,0,0,0,6,0,6,17,0,-5,15,0,4,8,-4,4,-4,-9,0,9,-4,-4,9,4,-13,-4,-5,0,-17,-6,6,0,11,-5,11,-5,5,0,14,4,8,-12,4,-4,16,-3,-12,8,-4,-9,-15,0,-18,-6,13,6,-6,11,-32,7,0,12
22420,Flint, MI,-83.71,43.02,USA,200,81,43,34,34,18,18,17,19,10,7,7,9,9,4,8,1,0,-1,1,0,1,0,2,3,2,0,0,-1,-4,1,1,0,0,1,-2,-5,-5,-4,-3,-4,-6,-2,-7,-7,-6,-7,-4,-9,-2,0,2,-2,-1,1,0,-2,0,0,0,-1,-4,2,-1,-2,-1,-3,-5,-3,0,2,0,0,-3,0,-1,0,-1,0,0,2,2,0,0,-2,1,4,5,0,3,0,7,1,-1,-1,-1,4,1,4,0,-1,1,5,0,-1,-3,5,8,1,1,0,3,-3,0,1,-1,0,0,216
10180,Abilene, TX,-99.72,32.45,USA,200,100,85,66,46,18,5,21,11,22,14,10,9,5,5,9,3,0,0,1,8,-1,5,-2,-1,0,-1,2,2,-3,0,0,-1,1,-1,-1,-5,-2,0,-2,0,-3,-4,-3,-3,-7,-6,-2,-8,-4,-5,-6,-7,0,-5,-5,-5,2,1,0,-2,-7,2,-5,3,2,2,-3,2,3,-2,-2,-2,2,-1,-2,4,8,2,2,1,-3,3,-2,6,-1,-5,0,0,1,-2,2,3,1,-1,4,2,1,1,4,6,0,4,3,0,0,-4,2,1,-3,0,2,-2,-3,0,0,1,-3,120
43660,Snyder, TX,-100.92,32.75,USA,200,0,66,0,66,54,0,44,37,17,10,4,0,4,8,18,3,0,0,0,6,0,3,-6,6,0,2,2,0,-11,9,2,0,0,-5,-9,-10,0,-11,0,0,-8,-14,4,-27,0,-13,-24,0,-9,-22,-13,13,-13,-15,0,0,-40,0,22,33,13,11,0,0,0,-25,25,10,0,18,15,0,-15,-8,0,0,0,-9,0,9,-20,-11,22,-10,-25,13,0,-13,0,-15,15,13,22,-10,10,0,-22,22,9,24,6,6,0,6,5,0,-5,0,5,10,4,-10,0,-17,6,-6,-6,15
