GEOID,geoName,geoRegion,geoLON,geoLAT,ISO3,2/14/2020,2/15/2020,2/16/2020,2/17/2020,2/18/2020,2/19/2020,2/20/2020,2/21/2020,2/22/2020,2/23/2020,2/24/2020,2/25/2020,2/26/2020,2/27/2020,2/28/2020,2/29/2020,3/1/2020,3/2/2020,3/3/2020,3/4/2020,3/5/2020,3/6/2020,3/7/2020,3/8/2020,3/9/2020,3/10/2020,3/11/2020,3/12/2020,3/13/2020,3/14/2020,3/15/2020,3/16/2020,3/17/2020,3/18/2020,3/19/2020,3/20/2020,3/21/2020,3/22/2020,3/23/2020,3/24/2020,3/25/2020,3/26/2020,3/27/2020,3/28/2020,3/29/2020,3/30/2020,3/31/2020,4/1/2020,4/2/2020,4/3/2020,4/4/2020,4/5/2020,4/6/2020,4/7/2020,4/8/2020,4/9/2020,4/10/2020,4/11/2020,4/12/2020,4/13/2020,4/14/2020,4/15/2020,4/16/2020,4/17/2020,4/18/2020,4/19/2020,4/20/2020,4/21/2020,4/22/2020,4/23/2020,4/24/2020,4/25/2020,4/26/2020,4/27/2020,4/28/2020,4/29/2020,4/30/2020,5/1/2020,5/2/2020,5/3/2020,5/4/2020,5/5/2020,5/6/2020,5/7/2020,5/8/2020,5/9/2020,5/10/2020,5/11/2020,5/12/2020,5/13/2020,5/14/2020,5/15/2020,5/16/2020,5/17/2020,5/18/2020,5/19/2020,5/20/2020,5/21/2020,5/22/2020,5/23/2020,5/24/2020,5/25/2020,5/26/2020,5/27/2020,5/28/2020,5/29/2020,5/30/2020,5/31/2020,6/1/2020,6/2/2020,6/3/2020,6/4/2020,6/5/2020,6/6/2020,6/7/2020,6/8/2020,6/9/2020,6/10/2020,6/11/2020
34060,Morgantown, WV,-79.8,39.53,USA,200,83,76,43,22,25,14,11,7,9,14,10,9,6,4,7,-2,4,0,-2,2,2,6,4,-1,0,0,2,2,-6,-1,-7,0,-3,-4,-2,-6,-6,-3,-2,-1,-8,-10,0,-7,-2,0,-3,-3,-7,-5,-6,-5,-4,-11,0,0,-1,5,-3,-7,3,1,1,5,2,2,-4,1,-2,-3,0,-4,1,-1,2,-1,-3,-1,2,0,-1,0,7,6,4,5,-1,0,0,2,3,0,0,-1,2,-2,0,-1,-4,0,4,8,7,1,2,2,1,4,8,7,1,1,4,0,-1,-1,-2,167
37740,Payson, AZ,-110.81,33.8,USA,200,66,40,50,57,28,22,0,23,10,13,11,23,2,5,0,-2,5,0,-2,0,7,7,4,0,0,-11,0,-5,5,9,0,-7,-2,0,-5,-17,-6,-6,-3,3,0,0,3,-7,0,0,0,-7,7,-3,-3,0,3,-8,4,-4,0,-4,-14,4,-4,-5,0,27,0,7,-3,0,-8,0,-8,4,8,-4,4,7,-7,-12,16,7,3,-3,10,3,0,6,0,-3,0,0,8,5,7,-7,-2,7,-7,5,12,-2,4,6,6,1,-5,0,-8,-2,-2,-7,2,-5,-8,8,-8,8,-2,36
23700,Gallup, NM,-108.26,35.58,USA,200,85,82,8,0,26,16,14,12,3,10,9,11,10,2,2,-4,4,8,2,0,2,5,9,0,1,3,-1,-1,1,-5,5,-3,-5,-1,-3,-6,-11,0,0,-15,0,2,-14,0,-12,0,0,-3,-3,-7,3,-3,-8,0,-14,0,0,9,8,-4,-4,8,15,6,-6,6,-3,3,6,-6,9,-6,-6,12,0,-3,6,-6,6,0,13,2,-2,7,2,2,-2,-9,5,-2,-5,2,-2,-8,-15,0,3,-6,-7,0,7,18,0,5,-2,-2,18,4,8,-2,10,3,1,-1,5,-3,-3,51
32780,Medford, OR,-122.73,42.43,USA,200,71,27,38,40,22,17,15,17,15,11,8,6,8,3,0,1,1,-1,1,0,-3,-2,-3,-1,2,-1,-3,-2,-1,2,-2,-6,-5,-4,4,-6,-2,-5,-5,-3,0,-5,-3,-4,-5,-3,-1,-4,-12,-1,-10,-2,-9,-4,-8,-1,-1,-7,7,3,-1,0,5,-3,5,1,1,4,-1,4,3,1,-3,-3,-3,0,-5,6,1,1,3,1,5,-1,6,-2,-1,6,5,2,5,3,2,2,-4,2,2,6,-1,2,1,6,2,5,-2,0,-4,0,2,-3,0,-2,-4,-1,-3,-10,-3,81
15060,Brookings, OR,-124.16,42.46,USA,100,200,0,66,40,66,0,40,20,8,0,8,7,6,0,23,5,-5,5,-10,10,-16,-12,12,11,10,0,0,9,-24,15,0,4,0,-9,0,14,-14,9,-4,0,-4,-10,0,-5,11,-11,5,5,0,-17,0,-13,-15,22,6,0,11,-18,0,6,-13,13,6,5,0,-11,11,-18,0,18,-11,6,-12,-6,6,-22,15,-7,7,0,0,0,0,-24,0,0,16,0,7,13,0,6,-6,6,-6,-6,6,11,15,4,-4,-4,0,-5,-17,17,10,0,4,4,-9,-10,-17,-6,-6,13,6,17
12780,Bartlesville, OK,-95.9,36.72,USA,200,85,75,37,47,23,5,13,4,17,2,3,12,8,6,7,-4,0,-1,-2,15,6,4,2,6,2,-2,1,0,-1,1,2,-3,-4,-9,-8,-1,-5,-8,-4,1,-1,-4,-10,-3,-10,-8,6,-9,-4,-7,-11,-3,9,-12,-13,-7,3,-3,7,3,-15,4,7,7,-7,10,-10,-7,0,0,14,3,-14,-8,4,14,-3,-15,22,0,3,3,6,2,-9,14,7,4,0,-4,-2,0,-13,0,-6,0,0,-6,-3,-18,0,0,8,3,3,16,8,-8,14,-2,5,12,4,6,0,-4,-4,42
30220,Levelland, TX,-102.34,33.61,USA,200,133,0,46,11,20,24,25,5,5,29,10,9,5,13,-7,5,12,8,4,5,3,3,0,-1,0,-1,3,-5,8,3,-6,-5,1,-7,-8,-4,10,-12,-4,2,-9,2,-10,-8,-9,0,-14,-3,-4,0,-28,5,-5,-18,18,-25,-15,8,-8,-8,0,8,0,0,8,-8,15,6,-14,14,0,-14,0,7,0,-15,8,-8,0,22,6,-6,0,6,0,22,18,-4,8,14,-3,0,0,-11,-4,4,0,7,3,-3,-3,3,7,-14,0,0,7,7,-7,3,0,-15,0,0,-4,-4,-25,17
13380,Bellingham, WA,-121.72,48.83,USA,200,147,51,36,28,24,22,12,17,10,11,8,6,6,3,0,0,0,-2,-2,-2,-1,-4,2,2,-1,0,0,-2,-2,-2,0,0,0,-4,-2,-1,-5,-9,-3,-4,-6,-1,-3,-4,-12,0,-5,-4,0,-2,-7,-2,-1,1,-1,4,-1,2,5,-4,1,0,1,-5,5,-3,1,-2,1,-4,-5,1,-1,-7,-2,-1,-7,2,-5,-3,-4,0,-1,-1,15,-5,-3,10,-4,5,0,6,1,5,2,-1,1,0,0,3,2,-1,4,-2,5,-2,7,0,2,-1,3,-1,-1,-2,-3,1,-4,91
36220,Odessa, TX,-102.54,31.87,USA,200,125,66,55,26,26,24,16,13,13,15,9,7,6,7,5,1,0,-1,0,0,-1,1,0,-5,0,0,-2,3,1,0,2,3,-1,0,0,-2,-5,-1,0,-2,0,-8,-10,-4,-13,-4,-4,-11,-2,-6,3,-4,-7,-7,-2,-1,2,-3,5,-4,2,1,5,-1,0,0,0,4,0,1,-2,2,-4,-1,-1,1,-5,3,0,3,3,0,3,0,0,0,4,2,0,0,1,0,1,0,-5,4,1,6,2,0,-2,3,5,3,0,1,-2,0,5,-3,0,-5,0,1,3,0,0,144
24220,Grand Forks, ND-MN,-96.84,47.84,USA,200,130,31,40,18,17,11,10,17,15,4,6,10,8,6,2,4,-2,0,0,3,2,-2,0,2,6,-1,0,-5,-3,-3,1,-2,0,-4,-2,3,-2,-2,-6,1,-5,0,-8,-1,-7,0,-2,-3,-4,-14,-6,-4,-1,-12,-5,1,-3,-9,-6,-4,-9,0,-2,2,-2,7,-14,-2,7,9,8,4,11,1,0,0,-1,3,3,-6,-1,-1,-1,-7,4,-2,-4,0,0,4,11,3,3,8,4,5,4,-2,-1,4,-1,-2,1,0,-7,-3,-6,-6,1,-1,-1,3,6,-1,1,6,4,69
45540,The Villages, FL,-82.08,28.7,USA,200,80,66,25,20,37,17,10,13,8,10,9,7,9,10,-1,-3,7,-1,2,-3,0,-1,1,1,0,-1,0,-1,4,2,-4,1,-2,1,-1,0,-1,-3,-5,0,-1,-8,-1,-6,-4,0,-10,-1,-5,-8,0,0,2,0,-8,2,-11,0,0,-2,-5,-2,8,12,-7,2,0,-4,2,-10,7,0,-2,5,2,4,0,-7,4,-7,0,2,11,4,4,2,3,-3,1,7,8,-1,3,1,3,0,-4,-3,-5,1,1,8,0,-6,-14,7,-1,1,-3,0,-3,-1,0,-4,-8,-6,6,42
25260,Hanford-Corcoran, CA,-119.82,36.08,USA,200,107,51,52,31,31,24,18,15,18,12,13,8,6,4,5,3,0,0,-3,-2,-1,-2,-1,0,-5,-1,0,2,-2,-1,-1,1,2,3,0,1,-5,-4,0,-2,-4,-5,-5,-2,-3,-2,-4,-8,-2,-5,-4,-5,-3,1,6,0,2,0,1,-6,-1,-1,-3,0,6,0,1,-4,-4,-1,-4,1,-3,3,-1,0,-3,3,-4,4,1,3,1,-2,4,-2,5,2,2,-2,0,4,3,1,-2,-2,2,5,4,0,-4,0,0,3,2,-5,-1,6,3,0,-4,-1,-2,1,-1,-4,2,105
184,Singapore,ASIA,103.808,1.351,SGP,200,54,60,47,21,40,18,24,11,21,8,12,10,11,9,5,2,-1,2,1,0,0,0,-6,1,-1,-2,-3,-2,0,0,4,1,-3,-1,-3,0,0,-3,-4,-3,-4,-10,-5,-2,-6,-7,-10,0,-11,-9,-10,-5,-4,-6,2,2,-13,-7,-11,-6,3,0,5,5,5,9,0,4,2,-6,2,-4,-2,2,-4,-13,-5,-12,-7,-7,7,7,-10,-3,14,12,5,-2,8,-2,2,7,7,0,2,-4,-4,11,-11,7,6,4,2,2,-2,-2,-6,4,-2,0,2,-6,4,-19,-11,-9,-10,31
18700,Corvallis, OR,-123.43,44.49,USA,200,66,146,37,34,16,17,27,7,13,21,13,13,4,9,15,0,1,2,1,4,7,10,3,-2,2,0,3,0,-8,0,0,0,3,-4,-9,-8,-4,0,-5,-7,-5,-7,0,-3,-3,-3,-4,4,-2,-2,-6,-9,-3,-1,3,5,0,-1,3,0,-6,-5,1,-4,1,6,-2,6,-6,-1,0,0,-2,0,-1,2,1,2,-1,1,3,-7,0,1,1,1,-5,-4,-2,-2,-3,3,4,0,-2,7,4,1,-5,0,5,0,7,-1,-2,2,-1,-3,3,0,-3,-1,0,3,2,0,-3,77
31140,Louisville/Jefferson County, KY-IN,-85.67,38.34,USA,200,104,40,36,22,30,18,16,23,10,9,8,8,8,8,3,7,2,1,-1,0,1,0,4,1,3,0,2,0,-1,-3,0,1,0,0,-2,-5,-7,-4,-6,-5,-7,-6,-6,-4,-9,-5,-5,-4,-5,-3,0,-1,-3,0,-2,-4,-1,-5,0,-3,-4,0,0,-3,0,0,-1,-1,3,-1,0,-3,2,1,3,-1,3,6,0,1,2,0,-3,4,2,5,1,1,0,3,3,0,1,0,-2,0,1,0,0,-2,1,1,0,0,0,-1,4,4,4,2,1,3,4,2,1,0,1,590
26020,Hobbs, NM,-103.41,32.79,USA,200,120,85,57,28,15,6,15,20,13,15,10,4,10,6,8,0,1,2,2,6,0,-4,0,1,-1,-2,-2,0,1,2,-3,-4,-2,-1,-1,-1,-5,-2,1,0,-2,-4,-12,-3,-1,-1,0,-9,-5,2,3,-3,-6,6,-4,0,-2,-6,-7,0,-2,0,2,4,-2,-7,2,-10,13,-2,0,-2,5,-2,-5,5,7,-7,0,2,0,2,0,9,4,4,0,0,5,-1,-5,0,-2,-2,-2,14,-5,-4,0,2,-2,9,7,1,6,3,1,6,-1,-6,3,4,-2,0,1,-6,-6,57
45940,Trenton, NJ,-74.7,40.28,USA,200,84,41,33,29,23,20,19,16,13,10,13,9,7,5,3,2,4,0,2,2,0,0,0,1,-1,0,1,-1,-1,-1,-3,-1,-4,-5,-3,-5,-4,-5,-7,-6,-5,-6,-4,-5,-7,-2,0,-2,-5,0,-2,-2,1,1,-4,-3,-3,-2,1,-1,-3,0,-1,-2,-2,2,1,-3,1,1,-1,1,-3,-2,1,-1,2,0,3,-1,-3,2,0,0,0,-1,5,0,0,2,0,1,0,0,2,0,2,1,1,2,-2,2,0,1,0,0,3,3,1,2,1,-1,1,0,2,0,2,511
45220,Tallahassee, FL,-84.29,30.41,USA,200,100,70,85,48,32,10,15,17,11,18,15,7,6,5,7,1,1,-1,-4,3,3,2,0,-1,-4,0,0,0,-4,0,-3,-2,-3,0,-1,-6,2,-4,0,-1,-3,-2,0,-2,-4,0,3,-5,-6,-3,-8,-4,-5,-5,-2,0,-8,-1,-2,-7,-6,-4,-1,0,0,3,-5,-3,1,-4,4,-5,-2,2,3,6,6,2,0,-3,2,4,7,1,1,4,2,3,2,0,-1,0,0,2,4,-2,-7,0,2,0,1,0,0,-1,0,-1,2,0,-1,2,6,2,-3,0,2,-3,0,234
34580,Mount Vernon-Anacortes, WA,-121.73,48.48,USA,100,200,28,43,21,27,11,19,11,16,7,9,8,3,10,-1,5,-2,3,-2,4,-4,5,4,0,-3,-4,5,-6,-4,1,5,-2,-3,-2,0,-5,-11,2,-3,6,-5,3,-3,-4,-11,-4,1,-5,-1,-6,-6,-8,5,-8,7,-10,10,-3,-1,7,3,0,3,-3,4,3,-6,6,-4,4,-9,-1,-1,-10,-8,0,2,2,0,0,3,-5,4,1,3,-5,5,5,6,4,-9,9,0,1,4,-4,-1,-1,1,10,-2,-4,-4,0,4,3,-1,-4,1,1,-3,1,4,0,7,2,1,71
10380,Aguadilla-Isabela, PR,-66.95,18.34,USA,200,66,48,25,25,8,17,14,18,12,9,7,8,4,0,7,1,0,-3,0,0,0,3,3,1,0,0,3,2,-2,0,0,0,0,0,-3,-9,-7,-6,-3,-5,-5,-8,-11,-15,-7,-5,-2,-7,0,-2,-5,-1,-6,-4,-2,-6,-4,2,-3,3,3,-2,-4,-3,-2,2,5,4,-6,-2,1,-1,2,-8,-5,2,3,3,2,3,-4,0,5,3,2,3,-2,5,-1,11,2,0,-1,0,1,1,5,2,0,8,4,-1,7,-8,-1,0,7,3,-1,2,-6,1,4,1,-2,6,-4,156
17660,Coeur d'Alene, ID,-116.7,47.67,USA,200,142,45,23,18,31,20,15,17,22,11,8,11,5,8,1,2,1,2,-2,-3,0,-2,-1,0,3,0,0,-2,0,-3,2,-1,-3,2,3,0,-6,0,1,-1,-3,-2,-2,0,-2,0,5,0,-4,-1,-1,-5,-10,-3,7,-2,3,5,-1,3,-3,1,5,-3,-2,1,4,-2,-5,-2,-6,-5,-1,0,-1,-3,-3,-2,1,1,-6,1,-2,5,2,0,1,-5,6,2,-2,3,1,2,0,3,1,-2,-2,1,2,3,-8,1,-3,1,3,2,1,-2,0,6,6,7,1,0,8,108
44060,Spokane-Spokane Valley, WA,-117.57,48.19,USA,200,95,78,40,23,31,19,17,13,15,10,8,4,10,5,7,1,1,1,0,0,0,1,0,-2,-2,3,0,1,-4,-4,-1,-1,-2,-1,-1,-2,-5,1,1,-3,-5,-2,-4,-1,-4,-3,-3,-1,-5,-5,-3,-2,-5,-3,0,-4,0,2,1,-1,3,-2,-1,3,0,-3,3,3,0,-1,-1,-2,-1,1,-9,-1,2,-5,1,0,-4,-5,-1,1,3,0,7,2,1,2,0,5,3,3,2,3,0,1,0,-1,0,1,3,-4,0,-1,-1,2,1,-4,2,-1,1,4,0,-2,2,195
74,Guatemala,NORTH AMERICA,-90.357,15.702,GTM,100,100,100,100,200,0,22,18,15,0,35,26,20,17,10,4,4,8,-8,4,0,0,-4,12,-8,0,-13,-10,0,5,0,0,-10,-5,-6,-6,0,-14,20,-20,7,-7,-8,-8,-9,-10,0,10,0,9,8,-8,-44,0,-15,15,-15,-18,18,0,0,0,15,-15,-18,0,18,0,15,-15,0,15,-15,-18,18,-18,18,0,15,0,-15,0,-18,0,0,-22,0,0,22,0,-50,28,-28,28,22,0,18,15,0,0,13,0,-13,0,0,-15,0,-18,0,18,0,15,13,0,0,22,-10,0,9
188,Sudan,AFRICA,30.05,13.832,SDN,100,100,100,100,200,142,15,13,31,24,19,11,14,12,11,19,13,14,8,-8,6,6,1,3,3,0,-1,5,0,3,-6,-11,-8,2,-2,0,-6,-7,4,-4,4,-7,-5,-20,0,6,3,-6,0,3,3,-3,-24,0,-8,-9,-4,9,0,-9,-5,14,-9,-16,-6,-6,12,5,0,10,4,0,4,12,0,0,0,-4,4,18,-3,-3,0,-7,-3,-8,-9,-15,0,-18,23,5,0,-22,-6,18,-5,11,14,8,8,10,3,12,-15,-7,-7,0,3,-12,8,-4,-13,-10,0,-11,11,0,22
23860,Georgetown, SC,-79.33,33.43,USA,200,66,66,43,38,21,10,12,15,13,10,8,15,7,4,4,0,3,-4,-2,0,0,5,2,0,0,-2,3,0,0,-1,-6,2,1,0,-1,-5,-8,-2,-2,-8,-7,-2,-6,-2,3,-4,-1,-2,-2,-8,4,-2,-1,5,-1,-5,2,1,-1,-1,-4,9,6,0,-2,-1,1,-3,0,5,1,1,-2,1,7,-8,-5,10,2,5,3,3,1,-1,3,1,3,-3,-1,4,-1,-2,5,1,0,0,2,0,1,5,-2,5,0,4,2,-1,-2,-4,-1,2,-2,4,0,-5,5,-1,-1,105
24060,Glenwood Springs, CO,-107.66,39.51,USA,200,133,51,52,12,16,20,17,10,16,7,7,7,3,4,3,1,-1,2,0,-4,-3,2,-3,4,5,1,4,-2,-3,0,-4,1,-4,-3,-2,-6,-4,-10,-11,-7,-8,0,0,-10,1,-9,0,4,5,0,-1,1,-3,-2,0,2,-10,-2,-11,-2,5,7,-2,-2,0,0,2,4,0,-4,0,0,2,0,0,-9,-10,0,0,0,-2,-12,6,5,2,8,7,6,2,2,2,8,-1,3,1,7,-5,-5,1,-1,1,-5,-4,8,-1,5,0,-5,0,-6,9,14,4,3,-1,10,1,69
42020,San Luis Obispo-Paso Robles-Arroyo Grande, CA,-120.4,35.39,USA,200,138,87,27,23,21,16,11,17,13,8,8,6,7,4,6,-1,0,0,-1,0,3,3,4,0,0,3,0,2,-3,0,0,1,0,-1,-2,-8,-8,-4,-4,-9,-2,-8,-4,-10,-5,-8,-6,-1,-6,0,-4,-2,0,0,-1,3,-7,-2,-4,1,0,0,-4,-1,3,6,-1,2,0,0,10,2,6,-2,2,3,4,2,-3,-1,3,1,1,1,0,7,0,4,2,0,3,8,8,2,1,0,1,3,1,1,7,3,2,1,0,-2,1,0,0,2,-1,-2,1,0,-2,-2,-2,286
23340,Fremont, NE,-96.65,41.58,USA,100,200,40,66,95,21,35,15,5,5,12,6,6,7,15,0,3,3,-4,-1,-6,-5,10,6,0,5,4,5,-5,2,2,1,-3,1,0,1,-4,-4,-2,-4,-1,-6,-6,-5,-5,0,-2,0,0,2,-2,-2,0,2,-4,4,2,1,1,-5,-4,4,-2,-2,-4,4,6,1,-1,-8,2,-2,-4,-4,4,-4,4,-4,4,-6,-10,0,2,0,-2,10,2,2,4,-4,-12,-2,-5,8,2,-10,-5,2,2,-2,2,0,-5,0,18,4,6,-4,0,4,10,0,3,0,1,-1,3,3,49
30700,Lincoln, NE,-96.87,40.82,USA,200,88,48,47,23,19,16,13,15,12,7,7,10,11,8,2,4,-1,0,3,2,3,3,1,2,2,1,2,-2,1,-2,0,0,-2,-3,-4,-6,-5,-2,-6,-6,-12,-5,-10,-7,-5,-7,-4,-2,-5,-1,0,-9,7,-2,-1,-5,-1,2,-3,-2,0,0,0,-1,-3,1,-5,2,1,1,0,-6,-2,3,-2,1,2,0,6,-1,-1,0,0,-1,2,6,3,0,1,-2,3,0,-1,3,2,0,-2,5,2,0,0,2,0,2,0,3,2,0,-1,2,2,-2,-2,0,3,-4,0,226
39460,Punta Gorda, FL,-81.91,26.91,USA,200,82,50,43,25,35,24,20,12,11,13,8,7,5,2,5,3,1,2,-3,-3,-1,-1,4,0,3,0,4,5,-3,0,1,-1,-1,0,-1,-2,-7,-6,-3,-3,-5,-5,-6,-7,-8,-1,0,-1,-4,0,-3,-3,-4,1,-3,-4,4,-5,-3,-2,-6,-5,-2,0,4,5,-6,-5,-6,-3,-1,9,-1,1,6,7,7,-6,5,-1,0,6,12,4,0,0,8,3,-2,-2,-2,4,0,0,5,-2,-3,-2,3,1,-2,-3,2,3,0,2,-1,-2,-3,2,0,0,1,0,-3,0,0,103
41420,Salem, OR,-122.9,44.9,USA,200,114,50,40,26,19,21,11,14,15,14,10,8,7,4,2,0,0,-1,0,-2,3,1,3,-3,0,-1,0,2,-2,0,1,0,0,1,-2,-3,-8,-2,-3,-2,-4,-6,-3,-5,-6,-3,-2,-7,-4,-1,-2,0,-3,-1,-4,-2,0,0,1,2,-1,4,-2,-4,0,-2,-1,-1,0,5,1,1,0,-4,-1,0,-1,4,-1,1,0,3,4,0,1,2,1,4,-1,-1,7,0,1,0,2,0,0,-3,0,-1,1,2,3,0,-3,-1,0,3,0,0,0,0,1,1,1,-2,-2,221
25180,Hagerstown-Martinsburg, MD-WV,-77.9,39.55,USA,200,103,48,34,21,14,20,16,15,11,9,15,12,5,6,2,5,-1,2,6,0,1,-1,3,0,0,-1,1,0,-2,-4,2,-1,-2,0,-1,3,-2,-2,-3,-3,-4,-1,0,0,-2,-2,-4,-5,-6,-10,-6,2,-4,0,1,-2,0,-2,0,2,0,4,5,3,1,-2,0,-2,0,1,-1,0,-3,-1,0,-1,-2,5,5,3,-3,4,-1,-1,2,-2,-1,5,2,-1,3,0,-1,0,0,1,2,1,1,3,3,0,-1,3,-1,0,0,1,0,1,1,1,0,0,2,-4,1,213
208,Uruguay,SOUTH AMERICA,-56.012,-32.8,URY,200,66,40,15,52,40,5,10,13,18,18,13,16,8,5,5,8,7,-1,0,0,0,12,2,1,0,-3,2,0,-1,-4,-4,-1,-7,1,0,-18,-11,-11,-7,-7,-17,-17,-8,-4,-4,-14,0,0,-5,-5,0,-12,12,5,5,10,4,-9,-5,0,0,-5,5,5,0,9,-4,-4,9,-4,0,0,0,0,4,8,8,0,3,0,0,7,-7,3,-7,7,3,0,-7,-7,-12,8,0,15,-7,-3,18,3,6,-3,-3,14,2,2,5,2,-2,-10,0,0,-14,0,-6,6,0,-17,3,25
48900,Wilmington, NC,-77.9,34.47,USA,200,66,40,10,46,35,12,17,6,35,24,15,6,8,9,10,6,7,0,1,4,7,9,-2,-5,-2,7,6,0,2,1,4,1,0,4,-3,-2,-3,1,-1,-5,-6,-3,-9,-7,-9,-3,-6,-11,-4,-7,-2,-5,2,-5,-3,0,-4,6,-6,-5,0,-1,-1,-7,0,-1,-12,4,-6,0,6,-8,4,6,-4,0,4,7,5,6,1,0,0,4,18,9,3,3,4,7,4,12,4,0,4,1,2,2,-3,11,9,4,4,-3,2,-5,0,2,0,1,0,-1,5,-9,-6,-2,-5,152
13700,Big Spring, TX,-101.48,32.09,USA,100,200,50,33,25,50,6,6,25,12,7,13,17,2,5,-5,-2,-5,2,-5,2,8,-5,5,-2,-5,-9,9,2,5,12,8,-2,-9,2,2,-2,-9,-2,2,-8,-2,-2,-9,-17,-8,4,3,-12,-14,0,4,0,-10,0,-11,-6,0,-6,-6,-7,-8,8,-16,-9,9,16,-8,0,0,-8,30,0,0,6,11,5,5,4,0,-10,0,10,0,4,-9,4,4,-14,-5,0,5,5,-16,16,9,4,4,0,0,0,0,4,-4,4,3,-8,8,-12,-4,-9,0,0,4,0,0,4,0,21
23380,Fremont, OH,-83.15,41.36,USA,200,66,60,37,34,20,21,17,14,8,6,7,5,3,0,8,0,1,-2,-1,-1,-3,0,4,6,1,-2,2,1,-1,1,-1,-1,-3,-5,-1,0,-1,-7,-7,2,-6,-6,-11,-11,-7,-1,3,1,5,-3,-7,3,3,-5,5,5,6,6,-1,1,-1,4,-2,-3,-6,4,-3,12,0,-1,-1,-3,1,-4,1,-4,0,-1,4,-9,6,-8,5,4,-4,4,3,-1,1,0,4,-1,2,1,2,2,-2,1,2,-5,1,2,4,0,-6,5,0,0,-4,2,2,-4,2,6,-3,0,-10,70
35940,Norwalk, OH,-82.6,41.15,USA,100,200,100,40,28,15,13,17,23,25,6,5,2,10,11,8,9,-3,0,3,8,3,7,-6,1,-1,0,-3,-1,3,-10,3,0,-1,-3,-3,-14,-6,2,2,2,0,-2,-14,-2,-5,2,-8,-9,0,-6,3,0,-3,10,0,-6,-7,-3,7,-7,7,3,-3,-3,3,-15,8,-12,4,8,7,-3,-7,7,-7,-8,4,8,0,3,-7,-4,-8,4,-4,4,4,-13,4,8,-4,-9,17,0,-4,0,8,-16,8,15,3,9,0,0,-3,9,-9,6,3,-3,3,2,10,-2,-8,-2,-3,31
25940,Hilton Head Island-Bluffton-Beaufort, SC,-80.88,32.41,USA,200,140,58,27,23,22,21,10,22,10,12,11,11,9,4,2,5,3,3,0,0,5,-1,4,0,0,0,3,4,2,1,2,1,1,0,-3,-2,-4,-3,-2,-4,-6,-7,-6,-8,-7,-7,-7,-6,-3,-3,0,-4,-4,7,-1,0,-4,-4,-2,0,1,-1,1,0,-1,4,3,-5,2,1,0,4,0,-5,5,1,1,4,0,2,3,4,1,5,7,3,6,4,-3,4,0,3,10,1,0,-1,0,0,2,5,2,3,4,0,1,0,-1,3,3,1,2,1,3,-1,0,0,1,327
28500,Kerrville, TX,-99.35,30.06,USA,100,200,85,18,28,40,28,11,15,25,10,18,8,7,13,13,1,5,6,-1,-1,1,6,0,3,2,-1,7,-1,-11,-4,0,-1,3,4,-3,-1,-4,0,-12,-1,-12,-2,4,2,-2,-4,-4,-7,9,-12,-2,-5,2,0,0,-11,-6,0,-6,0,6,-3,-14,3,-3,7,-3,-3,7,16,-3,3,0,0,-3,3,3,0,5,0,8,7,-7,-10,8,7,-2,-2,-2,-2,10,2,-2,-5,-8,0,2,7,2,-5,12,4,-4,2,-2,0,4,4,4,-4,0,-6,-6,2,-9,-8,10,37
21300,Elmira, NY,-76.76,42.14,USA,200,120,40,34,16,9,4,26,26,9,11,15,5,11,0,7,4,0,0,7,6,1,-7,1,3,-2,4,-3,4,-7,0,-1,1,-9,-2,-5,1,4,-4,-6,-4,-1,-5,-7,-9,-6,-2,4,6,5,-7,-13,-9,-2,-11,2,0,8,5,0,-5,7,0,-10,2,2,5,4,2,-7,-5,5,-5,7,0,-10,-20,0,3,11,-2,-5,5,5,10,-7,5,-2,9,0,6,2,-2,-9,4,8,0,6,-2,3,-5,0,-8,4,0,0,2,-6,-4,2,2,-11,0,-5,10,6,10,5,53
27100,Jackson, MI,-84.42,42.25,USA,200,85,57,50,37,12,14,21,15,9,14,10,3,9,1,7,14,2,-2,2,3,3,-2,5,3,3,6,0,4,1,-9,-4,4,-2,-4,-5,0,-6,-4,-8,-11,-6,-9,-14,3,-1,-12,0,0,-2,4,2,-2,0,8,2,1,7,-7,0,0,0,-1,0,-2,-4,-6,10,-10,2,-4,-7,-5,7,2,-2,0,0,9,4,6,-10,10,5,1,3,3,-3,-5,3,3,8,-10,-1,1,1,0,-7,1,1,0,3,5,-1,1,-12,-1,3,-1,3,-7,-1,-6,-6,6,0,-4,4,44
27500,Janesville-Beloit, WI,-89.07,42.67,USA,200,80,56,33,27,23,15,12,11,14,15,9,11,6,7,4,1,6,2,2,-2,4,5,2,-1,1,0,1,-1,0,-1,-4,0,-2,2,-5,-6,-1,-3,-4,-7,0,-5,-3,1,-3,-5,-3,-3,3,0,-6,5,1,0,-5,2,-1,-7,-1,0,0,0,5,1,3,-1,1,2,0,-2,0,0,2,5,0,-1,-6,0,-4,-6,-5,-3,-3,0,0,4,0,-8,2,3,1,-4,3,3,6,3,1,3,1,0,0,4,-1,1,3,2,3,1,0,0,0,-2,2,3,3,1,1,142
