,Unnamed: 0,GEOID,geoName,geoRegion,geoLON,geoLAT,ISO3,2/14/2020,2/15/2020,2/16/2020,2/17/2020,2/18/2020,2/19/2020,2/20/2020,2/21/2020,2/22/2020,2/23/2020,2/24/2020,2/25/2020,2/26/2020,2/27/2020,2/28/2020,2/29/2020,3/1/2020,3/2/2020,3/3/2020,3/4/2020,3/5/2020,3/6/2020,3/7/2020,3/8/2020,3/9/2020,3/10/2020,3/11/2020,3/12/2020,3/13/2020,3/14/2020,3/15/2020,3/16/2020,3/17/2020,3/18/2020,3/19/2020,3/20/2020,3/21/2020,3/22/2020,3/23/2020,3/24/2020,3/25/2020,3/26/2020,3/27/2020,3/28/2020,3/29/2020,3/30/2020,3/31/2020,4/1/2020,4/2/2020,4/3/2020,4/4/2020,4/5/2020,4/6/2020,4/7/2020,4/8/2020,4/9/2020,4/10/2020,4/11/2020,4/12/2020,4/13/2020,4/14/2020,4/15/2020,4/16/2020,4/17/2020,4/18/2020,4/19/2020,4/20/2020,4/21/2020,4/22/2020,4/23/2020,4/24/2020,4/25/2020,4/26/2020,4/27/2020,4/28/2020,4/29/2020,4/30/2020,5/1/2020,5/2/2020,5/3/2020,5/4/2020,5/5/2020,5/6/2020,5/7/2020,5/8/2020,5/9/2020,5/10/2020,5/11/2020,5/12/2020,5/13/2020,5/14/2020,5/15/2020,5/16/2020,5/17/2020,5/18/2020,5/19/2020,5/20/2020,5/21/2020,5/22/2020,5/23/2020,5/24/2020,5/25/2020,5/26/2020,5/27/2020,5/28/2020,5/29/2020,5/30/2020,5/31/2020,6/1/2020,6/2/2020,6/3/2020,6/4/2020,6/5/2020,6/6/2020,6/7/2020,6/8/2020,6/9/2020,6/10/2020,6/11/2020
39,39,29540,Lancaster, PA,-76.25,40.04,USA,1,127,-11,93,-66,30,0,-14,63,0,-22,-5,5,14,23,-23,-42,50,-43,11,-5,25,30,-26,-19,-11,38,-43,-28,0,28,22,-85,22,-50,73,-60,0,72,-60,-46,57,28,-28,-11,11,-11,22,-10,-40,0,-40,100,-82,66,-66,66,-85,22,0,-133,142,15,25,43,-33,-66,57,-127,120,31,-31,-13,0,-54,40,0,28,-13,13,-13,-33,18,15,0,35,0,-10,-100,-100,166,-58,40,0,-57,46,22,26,-60,52,34,-61,20,-31,-13,0,35,9,-20,10,-50,40,20,37,-66,40,-52,13,-66
40,40,235,Serbia,EURPOE,20.805999999999997,44.032,SRB,1,66,40,15,60,-36,36,-26,0,26,26,-12,-30,8,-18,18,-18,40,-30,16,0,14,6,-28,34,0,-34,28,-56,20,16,-16,-44,25,-11,-120,120,-66,-66,66,22,-85,66,0,-28,28,-28,50,33,-80,125,-105,22,18,40,-57,-22,22,-50,107,-85,-200,200,0,40,0,-100,-66,142,-66,-40,66,66,-46,-22,40,15,-80,90,-28,40,-100,66,-18,-22,-66,111,-33,-133,66,100,-66,28,22,46,-155,150,-33,46,11,-57,-200,200,40,-57,-133,155,-46,-50,90,0,-13,44,0,-58,-18,33,13,-155
41,41,29820,Las Vegas-Henderson-Paradise, NV,-115.01,36.22,USA,1,118,18,32,-17,21,21,14,20,0,-41,-7,-6,10,-4,30,-11,-10,-23,22,13,18,5,-10,-20,-7,5,9,-14,8,-20,-18,-17,-14,-24,-4,-26,-1,-10,-15,15,5,0,-8,-10,13,-15,19,-1,-4,-27,9,-12,5,24,-12,-1,0,-16,-12,26,3,9,-12,-12,9,14,-16,-24,25,-25,27,-21,13,-5,14,17,-12,16,-13,0,3,-7,0,19,21,-4,-13,-8,2,7,11,14,-26,23,-43,22,3,15,12,-11,-2,9,-5,-15,20,-18,8,11,-29,27,-6,6,23,-1,3,-28,8,-72
42,42,82,India,ASIA,79.619,22.881,IND,1,150,66,-3,23,36,-8,31,13,-20,20,1,-4,-24,12,25,-9,-8,0,-4,0,11,-4,12,3,6,-37,6,20,-32,-17,28,-1,3,-29,16,-11,48,-28,-45,31,-4,18,-24,-4,-4,-7,35,-3,-9,-8,50,-40,0,5,-20,33,-8,0,-5,23,-21,23,-43,22,3,-17,13,-1,-7,21,4,-8,-18,29,-29,23,-10,0,11,-23,19,0,-5,-21,33,-1,-18,12,-32,29,-12,17,-12,18,-14,-5,1,18,-9,0,16,-28,20,-36,43,-17,9,-8,24,-29,-13,19,-1,8,-8,12,0,-56
43,43,24,Canada,NORTH AMERICA,-98.26100000000001,61.393,CAN,1,103,29,11,12,0,9,0,18,-5,4,-10,13,3,8,2,-6,-6,9,-10,5,5,3,22,-23,-3,-4,-1,4,-10,-6,1,-2,-25,7,-5,4,-12,-13,-1,-7,6,-10,-1,-20,-1,-3,-1,0,3,-2,-25,13,2,-5,17,1,-15,5,-47,44,12,-15,-7,-14,3,32,-32,41,-23,7,-9,-2,-4,8,-2,22,-7,-12,7,13,-25,-4,18,-7,21,-4,-26,-10,30,-3,-15,-12,37,-21,-11,16,35,-22,-21,17,1,-1,-12,-11,9,25,-57,30,5,-15,11,17,-10,-6,-3,3,-14,-72
44,44,35980,Norwich-New London, CT,-72.1,41.49,USA,1,60,26,-9,-58,58,-53,69,12,-24,-12,-27,-14,44,3,43,4,-32,0,-25,27,-34,57,-32,11,2,-13,0,0,-34,18,-41,53,-58,-25,19,21,-47,42,-35,-15,-28,36,-26,18,0,-40,47,-8,-52,44,-44,44,53,-92,44,0,-31,47,0,-73,50,51,-12,-40,33,-15,-18,-22,54,-7,26,-42,58,-35,-15,-18,-22,11,83,-66,-20,10,26,59,-59,7,-33,0,26,32,-18,12,-51,18,28,0,22,-42,59,-23,23,-40,-13,-7,14,33,13,-46,23,10,-10,-37,37,-11,0,21,-15,-48
45,45,28660,Killeen-Temple, TX,-97.79,31.21,USA,1,83,-12,60,6,-30,-31,40,25,6,11,-31,-3,-3,43,-13,8,-20,15,-15,-40,51,23,-15,-14,0,0,24,-21,16,2,0,-2,-36,-16,26,-10,-25,25,-40,-40,45,19,-14,-42,70,-45,-51,62,0,5,-66,9,24,0,-24,42,5,-40,76,-76,-66,100,-88,72,0,18,-40,8,-16,58,0,-42,-8,45,10,-27,-6,6,-28,22,-6,-7,63,-50,33,28,-28,-21,-6,17,14,-4,9,-9,-21,25,-66,58,40,15,-50,0,44,-64,38,21,-38,25,0,-45,-6,11,20,8,4,7,-34,-71
46,46,16980,Chicago-Naperville-Elgin, IL-IN-WI,-87.96,41.7,USA,1,76,9,5,-6,11,3,9,23,-21,0,4,-11,8,30,10,-20,-8,-14,15,6,3,30,-19,-12,-8,0,18,-4,15,-14,-17,-3,-22,-20,3,0,-22,-6,0,-4,-7,0,-13,-2,4,-10,-2,19,-9,-6,-21,13,3,10,-14,10,3,-26,5,8,-2,-12,25,-29,25,16,-20,-10,8,-1,-3,-20,38,-30,22,-2,5,-4,2,0,-17,7,21,-25,25,20,-22,-6,-6,6,-2,9,12,3,-18,22,-15,-6,6,11,3,-2,-7,-1,12,2,10,-4,3,-30,-1,9,4,9,-6,11,-8,-77
47,47,27620,Jefferson City, MO,-92.09,38.64,USA,1,28,0,54,112,-70,-100,-28,114,-58,0,120,-131,66,-85,100,-28,10,9,0,8,-120,100,43,-66,52,54,-100,-15,40,-11,11,0,20,-114,-40,40,66,-18,-22,40,-40,-28,28,40,-100,85,-50,28,22,-50,28,40,58,-75,-22,-120,150,-111,0,66,0,0,40,-18,-22,-28,114,-138,66,40,-18,46,-66,22,0,0,0,66,-85,54,13,-90,80,13,-46,-22,66,-28,-40,54,13,31,-114,-40,100,15,-15,58,30,18,-48,-58,-40,22,57,-11,-28,15,35,-35,-33,66,-10,-160,150,-15,-18,-200
48,48,16740,Charlotte-Concord-Gastonia, NC-SC,-80.87,35.19,USA,1,71,29,11,-1,2,-3,7,16,0,-1,1,-10,-8,39,18,0,-25,-17,9,-3,1,41,-15,-10,0,-17,5,0,10,-34,19,-22,0,-16,-8,13,-10,-33,7,-25,10,-18,9,-33,20,20,-25,7,-27,9,-24,32,-23,27,-19,7,-11,29,0,-19,-5,7,17,8,-16,-6,-5,3,10,4,-11,-1,15,-6,-3,12,5,16,-8,-17,-19,22,-6,35,-3,15,-6,-20,-9,25,-12,2,14,25,-49,-2,-11,38,14,14,-22,14,-20,-4,2,21,5,-25,10,-20,13,-12,25,5,7,-29,9,-79
49,49,17820,Colorado Springs, CO,-104.66,38.84,USA,1,89,21,-80,43,-14,30,-5,26,-13,-40,27,-50,28,14,37,-39,0,-22,0,26,15,12,-21,11,6,-30,16,-3,-8,0,-2,10,-19,0,-31,-3,-23,23,-3,-11,27,-49,-35,0,25,15,0,4,-9,4,-33,23,19,19,-48,-12,23,-5,36,-36,0,0,5,0,23,-52,40,25,-45,21,-40,30,10,9,-48,40,-27,31,-58,58,20,-20,20,-45,45,-16,-9,-27,11,28,0,15,3,-32,21,-12,-42,28,54,-29,23,-16,16,-40,4,16,0,16,-32,12,-3,14,-18,-13,25,23,-30,-77
50,50,36420,Oklahoma City, OK,-97.5,35.43,USA,1,68,19,30,-14,-18,-13,49,26,-12,-5,-41,24,0,24,23,-5,-10,-15,-2,0,-5,48,-7,-8,-64,48,20,-20,0,-26,-4,14,-24,-18,43,-9,-56,36,5,-24,-26,39,-6,-24,10,7,-56,22,-10,-16,32,19,-60,68,-45,23,5,-8,8,0,-14,12,2,-8,16,-26,-30,24,-11,18,12,-26,-21,55,-31,-3,40,-26,6,19,-29,-7,10,35,-17,-11,27,13,-59,40,32,-29,9,-20,-11,6,36,-25,25,2,2,-21,-10,25,-8,24,19,-19,-3,-18,-33,24,36,1,-33,18,-33,-34
51,51,15540,Burlington-South Burlington, VT,-73.03,44.69,USA,1,81,14,4,-4,0,0,-4,9,-30,45,-34,-17,47,-31,41,-14,7,-11,18,-7,3,3,12,-3,-46,29,-7,11,42,-52,-32,-5,5,20,-58,40,-25,19,-34,8,42,-50,-8,30,-60,31,16,0,-73,80,-54,11,61,-34,-40,22,9,-9,-10,0,28,40,-48,-31,40,0,22,-14,-60,35,-10,36,-60,83,-34,-28,10,-22,11,-25,0,52,-28,36,-73,58,-44,35,9,16,-73,40,28,-18,-50,50,0,33,-111,105,-60,44,24,-80,28,11,0,10,-66,75,-20,36,-8,0,8,-73,50,-133
52,52,191,Switzerland,EURPOE,8.235,46.803000000000004,CHE,1,63,40,-6,27,-28,2,32,12,-3,20,-22,4,11,-13,-15,30,-20,-13,-4,-5,7,21,-9,1,-19,9,-34,27,-4,-11,-9,-12,-31,30,-28,-45,-7,0,36,7,25,-7,-46,-29,35,3,-3,24,4,-62,19,50,-6,16,-14,20,-17,0,-14,0,0,26,-31,33,-40,22,-41,29,-16,14,-26,31,-13,29,-16,16,-26,-32,29,10,-22,6,16,-16,-6,-29,51,-47,40,5,-8,-25,38,-22,31,0,-20,-2,-12,17,5,-19,27,-7,-5,-2,-25,32,2,-19,14,12,-38,6,-3,31,-31,-50
53,53,200,Turkey,ASIA,35.179,39.061,TUR,1,66,35,31,15,7,36,-11,20,27,-25,10,-16,-3,-9,-8,9,-10,16,-14,18,3,-8,4,-9,6,-13,-2,15,0,2,-9,-2,-29,8,-42,2,-4,-11,32,-17,15,-11,-17,-12,29,-53,9,31,-28,26,-38,-7,23,-3,-3,17,25,-25,-33,-25,28,32,-22,25,-38,13,-6,38,60,-75,8,-16,8,-11,-46,43,27,-37,6,12,-12,-10,28,2,10,-18,-30,38,7,-13,10,-32,-15,28,69,-72,12,-15,26,-10,-12,17,-34,0,37,-20,12,-25,10,-35,41,-20,55,-32,-6,6,-3,-61
54,54,33460,Minneapolis-St. Paul-Bloomington, MN-WI,-93.35,45.07,USA,1,38,25,17,38,-19,-2,25,21,-16,-16,11,-9,9,20,24,-22,2,3,-11,-3,12,14,-10,-9,-13,16,11,8,-28,-16,20,-6,-53,31,2,-14,-14,11,-30,-17,-10,24,-26,6,23,-13,-18,6,25,-19,-29,2,26,-8,2,-6,2,-11,4,2,-12,14,0,-27,48,-48,27,-22,17,11,-11,11,-34,16,-2,-13,5,-2,25,-6,2,0,-7,9,2,14,-26,31,-26,21,-8,30,-40,28,-30,6,6,9,-1,-3,0,43,29,19,43,-31,9,-28,33,-57,-7,-32,4,34,-31,-7,-8,-74
55,55,158,New Zealand,AUSTRALIA,171.604,-41.836999999999996,NZL,1,90,76,-40,8,26,25,-20,36,-31,34,-25,50,-12,12,-41,26,18,0,-32,40,-13,-38,54,-19,-31,-8,-9,14,38,13,-47,-40,40,4,-50,33,-27,22,-50,34,-42,37,0,6,-19,-7,-8,-28,50,-14,-26,9,0,16,-47,31,8,-100,66,54,-66,72,-22,-8,-58,85,-72,122,-69,-43,10,-35,-15,73,0,20,-28,-18,18,15,-24,-20,20,-31,22,0,-22,11,20,-9,9,-93,40,28,11,-57,75,-75,0,100,-115,85,-10,-11,-28,-18,-22,111,-15,-66,50,26,-88,46,-13,-15,28,-90
56,56,9,Australia,AUSTRALIA,134.491,-25.733,AUS,1,83,74,-25,31,11,21,-5,7,11,15,-14,5,1,5,2,14,-8,12,-3,0,-23,18,22,-19,3,-7,-12,19,-24,7,-14,5,3,11,-7,-25,11,-20,-12,1,16,-25,-1,3,3,-29,20,-23,33,-1,-14,-2,-33,18,25,-20,16,-26,-19,41,5,-5,-19,19,-6,-2,8,59,-15,-43,1,-33,0,29,-2,-15,-36,49,-20,35,-33,0,28,14,-49,44,-36,0,18,-4,-6,-4,-15,35,-10,-36,22,0,7,4,-28,24,-40,54,-17,-21,5,-15,23,-11,25,-25,13,-10,20,-35,28,-54
57,57,12060,Atlanta-Sandy Springs-Roswell, GA,-84.4,33.69,USA,1,87,16,27,-5,14,6,5,16,-19,10,-19,12,20,4,26,-20,-3,-29,-2,12,17,20,-18,-4,-13,2,17,0,-10,-4,-1,-5,-28,-7,2,-3,-28,0,-4,-19,19,-23,24,-24,26,-19,-7,-2,-21,13,-8,-6,-12,12,-4,27,0,-30,1,9,7,-9,15,-6,-12,8,-6,2,-3,13,7,-32,21,-22,26,-7,34,-2,-15,20,-17,0,15,-3,15,-3,-2,3,-11,2,22,-7,-3,11,-11,-13,2,27,4,-7,0,5,5,-12,20,23,-34,-1,9,-12,-10,5,3,12,3,-15,0,-66
58,58,41860,San Francisco-Oakland-Hayward, CA,-122.17,37.78,USA,1,58,1,27,8,2,5,-4,4,-10,26,-5,-10,0,12,-9,1,6,2,-14,-2,8,0,-3,-3,8,-9,-4,-1,-6,-5,19,-20,-28,-8,4,-9,-8,1,-16,-4,7,-6,-1,2,0,7,-7,-10,1,-4,-19,17,11,-25,9,-1,-7,1,14,-13,9,-6,-7,11,5,2,-3,0,-1,13,-16,7,2,10,-21,14,3,-12,-3,32,-39,31,-14,9,0,6,4,0,-5,4,-10,11,-12,11,-9,0,6,1,3,1,6,4,7,-25,19,-19,2,27,-10,-15,5,-7,7,-12,24,-17,0,-84
59,59,30780,Little Rock-North Little Rock-Conway, AR,-92.4,34.76,USA,1,102,0,39,-30,-9,50,-23,13,-6,2,-27,8,2,29,11,6,-3,-33,11,12,-23,48,-10,-6,-46,26,27,-21,0,3,-5,-30,-25,0,30,-14,-53,53,8,-5,-61,28,4,7,7,-18,-46,12,25,-25,-6,17,0,23,-23,-11,52,-52,16,14,16,-29,-5,-23,-14,26,38,-38,38,-4,-46,0,23,-23,42,-42,42,35,-75,12,21,25,0,0,-7,18,-3,-23,32,0,-16,3,0,-24,8,-8,20,25,-33,-4,11,10,6,-13,22,10,-5,-14,-24,-43,54,10,-10,22,10,-55,12,-63
60,60,22220,Fayetteville-Springdale-Rogers, AR-MO,-94.12,36.2,USA,1,66,-10,-48,62,0,-15,40,23,-42,-9,18,-8,8,8,-31,51,-51,34,-3,-21,25,-7,-4,15,-19,-19,31,-8,11,-29,26,-53,33,-21,-12,0,18,-40,15,-15,22,-6,-24,-31,40,-18,-22,11,43,-15,-18,0,40,-14,-8,-18,9,8,-40,-28,58,8,0,-40,11,0,0,-25,-33,46,-28,58,-58,15,25,0,0,43,-33,-22,22,26,-105,93,30,-85,15,0,44,-31,40,-8,48,-127,93,-9,-50,50,46,-28,15,13,-13,-33,-10,-25,72,-72,78,-28,-28,10,-35,92,-71,10,33,-66
61,61,34260,Mountain Home, AR,-92.34,36.29,USA,1,0,0,200,-200,200,66,-66,66,-66,0,-200,0,200,-66,120,-66,40,-40,0,-200,0,0,200,-200,200,0,-66,100,-100,100,0,-100,-200,0,0,200,66,-200,0,0,0,200,0,-200,200,-200,0,200,-200,200,0,-200,200,120,-200,0,0,0,0,0,200,-200,0,0,200,-200,0,200,0,-200,200,-200,200,-200,200,0,-200,200,0,0,0,-200,0,0,200,0,-200,0,200,-200,0,200,0,0,-200,0,200,66,0,-66,0,0,-200,0,0,200,0,-200,0,0,0,0,200,0,-200,0,0,0
62,62,8,Argentina,SOUTH AMERICA,-65.167,-35.376999999999995,ARG,1,81,68,23,9,4,-1,2,15,-8,10,14,-9,23,3,-5,1,-5,0,-5,0,-2,6,21,-12,-6,0,7,-10,-7,14,-19,2,-26,24,-14,-7,14,-30,0,-24,40,-51,8,-5,28,-8,-20,28,-8,-26,-14,4,-21,8,17,30,-20,20,-33,-12,-8,49,-34,15,-49,55,-17,15,-2,11,-20,-2,22,-26,25,1,25,-58,22,-8,4,-61,78,-9,-21,9,4,6,-6,0,9,-12,2,0,-18,24,-2,0,7,-42,35,-2,-8,18,-11,-2,12,-16,2,12,-33,19,10,0,-10,-14,2,-16
63,63,51,Ireland,EURPOE,-8.152000000000001,53.177,IRL,1,78,43,27,5,-27,20,25,-12,8,8,-10,7,28,-10,5,-24,7,5,9,-4,5,5,-1,0,-15,-12,9,-11,12,-17,0,56,-76,-40,3,14,-14,-30,-23,29,-24,-10,5,12,-20,2,-32,34,2,-53,27,-23,29,-6,24,-11,24,-27,6,-26,-3,7,-3,3,33,-66,41,6,-3,42,-111,55,16,0,-20,24,13,-16,-16,-19,10,13,-23,69,0,-73,-18,42,16,-7,-38,5,5,34,7,18,-2,-3,-27,-17,47,-30,18,-26,35,-49,18,15,-11,-27,10,-15,53,-3,-10,0,-16,-4
64,64,38300,Pittsburgh, PA,-79.83,40.44,USA,1,102,11,15,-26,-10,4,11,37,-13,32,-30,-21,-12,28,24,-13,-11,-11,30,-12,16,22,-2,-5,-1,-28,13,-15,16,6,-13,-42,-1,4,0,-14,-12,-36,0,36,-53,42,8,-46,17,29,-24,-32,30,16,-60,31,3,-12,9,8,17,-17,26,-35,-27,30,0,13,-8,-5,-23,31,-31,23,27,-64,35,-20,3,3,15,11,12,-26,-12,18,-25,36,20,-15,-10,15,2,-4,-7,12,-9,2,-10,25,-18,24,-26,9,2,2,10,-22,22,18,-18,-4,-28,2,2,27,7,1,12,-15,-12,-68
65,65,49660,Youngstown-Warren-Boardman, OH-PA,-80.57,41.24,USA,1,66,18,22,-40,22,3,7,22,-25,-20,30,-22,28,-24,57,-11,-2,-47,-18,29,25,-12,-6,12,-12,0,0,26,-20,39,-39,0,17,-24,21,-25,-43,-40,62,-55,20,40,-46,6,0,-6,-14,55,-55,66,-88,51,-42,37,-46,57,-25,40,-33,-50,66,-25,19,5,-57,66,-42,-26,71,-21,16,18,-59,7,19,-12,-6,13,27,-4,4,-89,60,-6,35,4,-27,22,-28,46,-28,5,19,-30,21,-15,-11,0,0,27,-54,62,-19,10,-27,22,-22,35,0,-4,-14,10,13,-13,-4,-22,27,-89
66,66,32740,Meadville, PA,-80.11,41.68,USA,1,40,-40,-66,100,0,0,-100,100,-100,0,66,66,-120,66,120,-155,66,85,-133,66,-66,100,-100,100,-100,0,0,66,0,-200,0,200,40,-100,66,-66,100,-40,-200,200,40,-200,200,40,-200,200,-200,0,200,0,120,-120,-200,200,66,-66,-200,0,200,-200,0,200,-66,-200,0,0,200,-200,200,-200,200,-66,66,-66,66,-66,100,-100,66,40,0,-200,200,0,66,-66,100,-200,0,200,66,-66,-200,200,-66,120,-66,40,-100,120,-28,-200,0,200,120,22,-133,0,-200,200,-200,0,200,100,-40,40,-100,-200
67,67,36340,Oil City, PA,-79.76,41.4,USA,1,100,-100,100,-200,0,200,66,0,0,40,-40,0,40,-40,85,-50,-200,200,0,120,-66,40,28,0,40,-100,100,-142,100,0,0,28,-200,200,120,-66,0,0,-200,200,0,66,40,-200,200,0,-200,0,200,-200,0,200,0,0,-200,0,0,200,-200,200,-200,200,0,-66,-200,200,-66,0,0,-200,0,0,0,0,200,40,0,-40,0,-66,-200,0,0,200,66,-66,0,0,0,0,-200,200,-200,0,0,200,-200,200,66,-200,200,-66,-200,200,66,-66,-200,200,-200,200,-100,-200,0,200,0,-200,0,200
68,68,172,Puerto Rico,NORTH AMERICA,-66.46600000000001,18.221,PRI,1,35,1,20,10,-2,-1,0,4,2,2,-19,8,3,9,7,-7,4,0,-8,14,-11,12,-2,-17,4,0,7,0,-6,-4,-21,-10,-39,-9,8,-34,-4,6,17,-17,-2,12,-12,-11,2,-13,45,-50,11,14,-17,21,-42,28,-2,-5,-31,10,26,5,-10,0,2,10,-33,15,-41,23,29,-8,-11,11,10,-16,-3,28,8,-4,-9,2,-12,2,2,18,-20,12,-20,34,-31,17,0,-14,27,-4,8,10,-7,7,-10,29,-4,-19,-24,11,9,9,-9,12,-3,-10,0,19,6,17,0,-30,1,-72
69,69,38660,Ponce, PR,-66.68,18.06,USA,1,50,-17,35,-35,25,-11,-8,-37,77,-9,-75,85,-59,56,27,-64,16,25,-54,0,33,-19,26,20,-34,0,14,23,-20,-21,-38,0,5,-40,8,-47,31,-75,0,100,-30,-9,-50,85,-100,18,-18,57,-76,76,-100,66,58,-75,0,-50,66,-40,-28,0,90,-13,-15,28,11,20,-138,111,35,9,-31,-66,66,0,40,-40,-46,66,26,-8,-28,28,-28,-40,40,28,-40,54,0,-80,15,66,-7,-26,-10,-25,0,25,0,50,23,-37,-26,-10,50,-60,31,53,-45,15,-54,72,-34,40,-5,11,-17,-66
70,70,41900,San Germ?, PR,-67.06,18.06,USA,1,123,0,-42,-31,22,18,22,33,13,-59,7,-15,-40,66,-56,50,28,-22,-20,14,6,22,-10,10,-66,-10,71,-30,30,0,-92,44,-44,0,-15,40,-25,-15,-40,40,-66,-100,120,-66,85,18,0,-142,120,22,0,0,-85,40,-100,100,0,-100,100,66,-40,0,0,0,54,0,-15,-200,200,120,-120,66,-28,80,13,-120,-66,155,-66,54,-33,-50,28,66,0,11,-25,0,25,-25,13,22,-66,18,28,-28,40,-57,75,-9,-35,-33,66,-35,0,35,-10,-40,0,28,31,37,-13,-15,-40,0,-46,-50
71,71,47920,Washington Court House, OH,-83.46,39.56,USA,1,200,-66,-200,200,-66,0,100,-200,200,-100,100,-100,66,-66,100,-40,0,-66,0,-200,200,120,-120,-200,0,200,-200,0,200,66,0,-200,200,0,0,-200,0,200,0,0,0,0,-200,200,100,-200,200,0,-200,0,0,0,200,-200,200,0,-200,0,200,-200,0,0,0,200,-200,200,-200,0,200,85,-133,-200,200,-200,200,133,-133,0,0,0,0,0,100,-200,0,0,200,-200,200,-66,-200,0,0,0,0,200,-200,0,0,200,-200,0,0,0,0,0,0,200,-200,200,-200,200,-120,-200,200,-200,200,-200
72,72,167,Qatar,ASIA,51.191,25.316,QAT,1,200,0,66,-66,0,142,-40,-28,80,-80,107,-10,10,-10,0,-100,0,-40,0,85,-133,66,40,0,-100,150,-111,-66,120,-120,66,66,54,-80,0,-100,0,0,133,-22,-120,100,-40,-66,-200,200,-200,0,200,0,-66,0,66,-66,0,0,0,120,-28,-40,100,-142,0,66,-66,66,-200,200,0,-200,200,-200,0,0,200,-200,200,0,0,-200,200,66,-66,0,-200,0,0,200,0,-200,200,-200,0,0,0,200,-200,200,100,0,-100,0,-200,0,0,200,0,-66,0,-200,200,0,0,-66,0,66,-200,0
73,73,96,Kuwait,ASIA,47.593999999999994,29.343000000000004,KWT,1,66,63,-3,-10,25,31,-11,17,1,26,16,-14,55,22,20,-8,-40,0,-23,16,1,-11,-27,-7,-1,4,-30,22,-26,-36,-15,-18,18,-14,3,-16,58,-80,21,-40,56,27,-53,59,-85,-33,62,-23,-6,52,-46,-50,28,-8,24,-24,48,-11,-78,-15,73,7,-43,50,157,0,-63,-22,75,-22,-27,-91,135,42,-53,-71,51,8,-5,-74,52,-8,-42,-55,17,-25,-13,38,-34,-37,-14,81,-34,8,31,-107,46,-6,37,58,-101,7,-80,73,26,-61,80,-27,6,30,8,-56,98,-78,15,-47,26,-83
74,74,162,Poland,EURPOE,19.401,52.125,POL,1,133,14,32,35,-4,22,-7,22,-15,-20,25,6,-13,21,13,-9,-33,23,-17,21,-6,21,-9,-12,-3,-28,-14,22,-4,-57,-12,-24,-11,47,-53,-30,37,6,25,-58,28,6,-12,-40,40,12,11,10,-27,-37,-58,58,-9,57,0,-11,-28,15,-24,24,6,6,-28,50,4,-10,5,-50,0,15,-7,-16,16,14,-22,28,31,-66,16,0,-36,56,-20,32,-18,-6,-7,14,-22,8,7,6,-30,8,28,-37,58,-35,-7,-26,0,62,-11,5,5,-81,76,-32,-47,60,-14,-8,-28,10,51,-26,20,-78
75,75,19740,Denver-Aurora-Lakewood, CO,-104.89,39.43,USA,1,94,15,-3,-3,-4,11,15,25,-9,-6,-12,2,1,-1,16,0,-16,-7,8,10,9,6,-10,-4,-3,5,14,-11,5,-27,9,-5,-19,0,-35,12,-30,17,0,-24,19,-17,-15,11,-3,-5,22,-11,-6,-8,-14,17,11,2,-26,14,-34,18,-11,13,4,7,-11,20,-11,5,5,-15,8,-8,11,-20,17,-5,19,-37,37,-6,-13,10,-15,16,-22,18,12,2,11,-6,4,-24,19,-2,4,-4,1,6,-14,17,-4,9,-4,16,-16,-3,21,-19,26,8,-30,-2,-10,29,1,-21,9,-8,-16,-58
76,76,173,Russia,ASIA,96.689,61.988,RUS,1,116,51,-41,-15,69,-5,15,-13,22,12,1,-3,-10,12,14,-22,13,-9,2,-6,-6,32,3,6,-41,20,-9,-17,45,-13,-28,-7,14,-74,38,9,-19,-7,23,-53,10,4,34,-25,0,4,-17,-10,-5,32,-50,33,35,-26,-30,11,-11,52,-63,6,-13,25,-57,51,-19,19,5,0,28,-23,-37,7,-15,58,0,-25,0,38,-27,14,0,4,16,3,10,-69,6,17,-17,-20,-16,81,-8,-46,50,11,-19,-24,-18,42,-14,-5,-11,5,36,-36,36,-41,-42,87,-33,-28,23,5,14,-19,-5,-76
77,77,41940,San Jose-Sunnyvale-Santa Clara, CA,-121.38,36.91,USA,1,45,-3,36,0,2,18,-4,-14,4,-5,10,-2,2,-3,12,-3,-6,-11,10,-13,9,-2,10,-11,0,-8,0,-7,-22,10,11,-13,-35,-5,3,-6,-5,-12,7,-21,24,-1,-22,-12,19,15,15,-48,32,-26,-2,2,-1,13,-11,10,-36,17,-10,6,15,5,-17,2,-6,24,7,-3,-2,1,-20,3,18,-18,8,1,-14,-7,21,12,-20,20,-8,22,-4,-14,16,-21,0,12,-7,8,-30,25,10,-7,7,-13,11,4,-5,21,-4,-34,25,0,-14,-5,10,6,0,4,-4,-25,23,-15,11,-72
78,78,48,Dominican Republic,NORTH AMERICA,-70.485,18.893,DOM,1,50,82,-8,70,26,15,-2,-6,-9,45,-35,22,20,-33,-12,22,-13,-34,15,27,0,-11,51,-21,25,-44,12,-24,0,19,7,-32,-48,10,-4,-42,14,-30,-58,40,61,-61,20,-31,-13,44,-58,100,-11,-20,-60,60,0,-36,71,-30,-15,0,-52,-15,28,66,-13,-43,-11,47,-26,66,9,-93,-28,80,-7,-26,0,18,-18,-10,0,36,0,-73,122,-43,-28,15,-94,94,-24,30,23,-37,-16,-20,0,28,8,0,-8,22,-6,-66,13,66,-37,-9,71,-80,0,-40,73,-36,20,8,-28,-57,0,57
