,Unnamed: 0,GEOID,geoName,geoRegion,geoLON,geoLAT,ISO3,2/14/2020,2/15/2020,2/16/2020,2/17/2020,2/18/2020,2/19/2020,2/20/2020,2/21/2020,2/22/2020,2/23/2020,2/24/2020,2/25/2020,2/26/2020,2/27/2020,2/28/2020,2/29/2020,3/1/2020,3/2/2020,3/3/2020,3/4/2020,3/5/2020,3/6/2020,3/7/2020,3/8/2020,3/9/2020,3/10/2020,3/11/2020,3/12/2020,3/13/2020,3/14/2020,3/15/2020,3/16/2020,3/17/2020,3/18/2020,3/19/2020,3/20/2020,3/21/2020,3/22/2020,3/23/2020,3/24/2020,3/25/2020,3/26/2020,3/27/2020,3/28/2020,3/29/2020,3/30/2020,3/31/2020,4/1/2020,4/2/2020,4/3/2020,4/4/2020,4/5/2020,4/6/2020,4/7/2020,4/8/2020,4/9/2020,4/10/2020,4/11/2020,4/12/2020,4/13/2020,4/14/2020,4/15/2020,4/16/2020,4/17/2020,4/18/2020,4/19/2020,4/20/2020,4/21/2020,4/22/2020,4/23/2020,4/24/2020,4/25/2020,4/26/2020,4/27/2020,4/28/2020,4/29/2020,4/30/2020,5/1/2020,5/2/2020,5/3/2020,5/4/2020,5/5/2020,5/6/2020,5/7/2020,5/8/2020,5/9/2020,5/10/2020,5/11/2020,5/12/2020,5/13/2020,5/14/2020,5/15/2020,5/16/2020,5/17/2020,5/18/2020,5/19/2020,5/20/2020,5/21/2020,5/22/2020,5/23/2020,5/24/2020,5/25/2020,5/26/2020,5/27/2020,5/28/2020,5/29/2020,5/30/2020,5/31/2020,6/1/2020,6/2/2020,6/3/2020,6/4/2020,6/5/2020,6/6/2020,6/7/2020,6/8/2020,6/9/2020,6/10/2020,6/11/2020
510,510,28620,Kill Devil Hills, NC,-76.0,35.8,USA,1,66,0,40,-40,85,-200,200,142,-40,-200,200,0,-40,40,28,-28,50,-200,200,100,66,50,-107,-40,66,22,-50,50,18,-40,0,-28,28,-66,120,-90,-200,200,66,0,-200,200,-200,200,66,40,-200,200,0,-66,66,-66,100,-100,0,0,0,100,-200,200,0,0,-200,200,120,-120,-200,0,0,200,0,66,-200,200,0,0,-200,200,66,0,0,-66,66,120,-90,0,0,-100,100,0,-40,150,-33,-85,66,-90,129,6,0,50,-27,-45,-40,11,50,23,5,-35,0,-33,-35,66,35,4,13,-18,-28,-115
511,511,12300,Augusta-Waterville, ME,-69.77,44.41,USA,1,-80,120,-28,36,-26,0,-35,44,48,-40,-18,9,-31,66,-46,18,-18,33,-66,25,10,9,8,-18,-10,43,-43,36,0,-26,9,-9,-22,-46,18,-18,18,40,-100,66,-100,85,-50,50,66,-22,-66,22,-50,50,-22,22,18,-66,28,22,18,-40,-66,0,100,-18,-22,54,-54,40,15,-54,54,13,-90,-40,111,-15,0,15,-80,107,-85,40,-40,0,0,66,-120,100,0,15,-80,80,-33,33,-33,-50,100,-76,0,22,0,-22,22,0,18,28,-13,13,-46,18,73,-60,-15,-40,76,-25,13,-66,76,-127
512,512,19260,Danville, VA,-79.4,36.81,USA,1,85,18,15,-15,15,-80,114,-44,35,-22,-46,0,18,-18,66,-22,-46,46,0,-13,-33,57,0,28,-8,8,-8,16,-88,18,15,25,-100,50,46,-13,-54,-28,66,-66,28,22,-22,-66,85,18,-18,-22,-66,100,-18,-85,100,-40,22,-133,-200,200,40,-40,-28,-40,0,120,-120,85,0,-85,40,50,-22,-120,120,-28,28,40,0,-40,-28,28,-28,66,-40,22,18,-66,0,50,33,-80,66,-66,-40,127,-127,111,-33,18,-40,0,0,76,-40,-100,111,0,-33,57,-40,-40,22,18,-200,200,100,-25,13,-155
513,513,28340,Kendallville, IN,-85.42,41.4,USA,1,40,-100,66,-200,0,200,66,0,40,-40,40,0,0,-40,-66,100,-100,120,40,-100,85,18,-66,-40,-200,200,120,-200,200,0,40,-40,0,0,-66,-200,200,40,-200,0,200,66,0,-200,0,200,-200,200,-200,200,0,-200,0,0,0,200,-200,200,-200,200,120,-120,-200,200,0,0,100,-200,200,-200,200,-200,200,100,-100,0,-200,200,0,0,0,0,0,-200,200,0,0,-200,200,-66,-200,200,-40,0,-200,200,66,-66,66,-200,200,-28,-100,0,0,0,120,-120,0,66,-66,0,-200,200,0,0,120,-200
514,514,19540,Decatur, IN,-84.94,40.75,USA,1,200,-100,0,-200,200,66,0,-66,66,0,-66,66,-66,142,-200,200,133,0,-133,66,-66,142,-100,-200,200,66,66,-200,200,-100,0,100,-100,-200,200,66,-120,-200,200,0,66,-66,66,-200,200,-200,0,200,40,-200,200,-200,200,0,0,0,-200,200,-66,-200,200,0,66,66,-200,0,200,-200,200,-66,-200,200,-200,200,0,-200,0,200,-66,0,0,100,-40,-66,-200,200,100,-40,-200,200,66,-66,0,0,0,0,100,-40,0,0,-66,0,66,-200,200,66,-200,200,-200,200,100,-100,66,-200,0,200,66,-200
515,515,42540,Scranton--Wilkes-Barre--Hazleton, PA,-75.9,41.32,USA,1,82,15,0,25,-88,92,10,9,16,-25,-4,-35,-15,34,41,-26,14,-35,-13,56,21,22,-43,-22,9,-58,40,-11,57,-57,47,-41,-6,17,-37,-47,-28,40,66,-66,-40,73,-73,15,35,-10,-11,-13,-54,22,75,8,-8,8,-8,0,-20,10,-35,44,16,-26,-66,33,-15,0,-18,18,-40,40,50,-66,88,-16,-31,54,-15,-40,31,-31,22,18,0,-18,0,33,-24,-44,25,-25,35,0,62,-71,10,-35,78,-46,46,-66,0,66,-46,46,-46,-10,20,-20,43,-15,-120,142,-18,-14,7,-94,94,-111
516,516,27860,Jonesboro, AR,-90.65,35.7,USA,1,57,-100,90,40,-52,13,40,8,-36,28,-120,107,-50,0,80,-54,11,-25,78,-66,60,-60,11,0,28,0,15,-54,31,-93,-28,80,13,-90,107,-10,-160,133,33,-33,18,-40,22,123,-123,18,58,-75,-22,100,-82,57,-76,0,22,33,-15,-40,22,-50,114,-58,0,-18,18,-66,28,40,-40,0,0,22,0,0,33,-111,100,0,-18,18,0,40,0,-160,155,-28,15,-33,-50,80,-80,28,40,-40,66,-46,0,18,40,-25,-54,85,-85,66,-46,18,40,-40,15,-33,33,25,-11,-120,138,-114,80,-111
517,517,44980,Sunbury, PA,-76.71,40.85,USA,1,0,200,-66,0,120,-66,-66,120,-66,-66,66,-66,100,28,-28,0,-100,0,100,-40,66,-28,66,-66,0,66,15,-80,50,18,-200,200,100,-66,-40,66,-200,200,0,0,66,-66,66,-66,0,0,0,0,-200,200,0,-200,0,200,-100,-200,200,-200,0,200,40,28,-66,-66,66,-66,66,0,40,-100,0,100,0,0,-100,142,-200,200,-100,100,0,-100,66,0,40,-100,66,-66,66,-66,133,-50,-100,120,-120,120,22,-85,-66,66,-66,66,-66,66,40,-40,66,-66,66,-66,66,-28,-40,-66,120,-28,-40,-66
518,518,50,Egypt,AFRICA,29.872,26.494,EGY,1,200,0,-66,120,-120,100,28,-66,100,0,15,0,25,-25,-33,-200,200,111,-80,28,54,-111,66,22,-22,-120,100,-200,200,-40,0,0,0,-66,0,-200,200,-200,200,-200,200,0,66,-66,-200,200,-66,0,-200,200,-66,66,-200,200,0,-200,200,0,66,0,40,-100,66,66,-120,0,66,0,0,-200,0,200,0,66,-66,-200,0,200,0,0,0,-200,0,200,-200,0,200,-200,0,200,-200,200,66,-66,0,-200,200,66,-66,-66,0,0,66,40,-200,200,-200,200,-200,200,0,0,100,-40,-66,-200,200,-200
519,519,29620,Lansing-East Lansing, MI,-84.61,42.71,USA,1,96,-19,28,-9,7,-9,0,0,16,14,-9,-8,-9,16,-6,-17,23,-2,14,-28,28,0,56,0,-15,13,-69,26,-40,-19,35,6,-30,-48,37,-6,-26,35,-23,-26,14,-14,29,-34,23,-4,-24,0,-32,37,10,-4,22,-4,-23,-71,20,53,-81,76,43,-28,-4,-50,34,25,4,-14,0,9,0,-9,-28,50,-4,18,-46,24,-30,30,-62,62,-9,4,12,-17,17,-8,12,10,-52,21,-33,-14,76,-27,-4,21,-3,-50,53,14,-66,6,57,-36,51,-42,34,-13,-40,46,-23,-9,38,6,-9,-85
520,520,26980,Iowa City, IA,-91.65,41.51,USA,1,94,25,-25,6,-22,50,26,0,-12,0,-48,48,-55,51,48,-61,34,-29,14,-19,23,-13,25,-11,15,10,-53,43,-54,6,-6,47,-66,26,-51,62,0,-11,34,-131,94,-111,76,20,0,0,42,-34,15,-80,58,-9,-22,11,43,-80,28,-46,66,-22,22,18,-18,-50,28,0,-13,44,0,-31,60,-30,-114,80,-33,46,-13,-15,-18,75,-31,31,16,-16,-44,25,20,-58,15,-15,50,-22,-28,50,9,-9,40,-30,30,-40,57,-32,0,-16,30,0,-40,-10,50,-6,-24,-44,78,35,-62,8,26,-26
521,521,16300,Cedar Rapids, IA,-91.63,42.09,USA,1,15,-15,45,-11,5,0,-11,54,-43,0,10,0,-5,34,7,-32,-4,26,-36,-32,76,6,-13,-40,28,8,34,-46,-14,-16,21,-10,-11,-19,19,0,-26,47,-15,-32,26,-42,8,8,-36,50,-30,0,-31,31,-58,40,36,-8,-66,73,-73,58,-93,85,-22,0,31,-75,33,-33,66,-10,10,0,0,-50,0,28,22,-10,-100,120,-66,-66,107,0,-85,66,47,-36,10,40,-85,-18,66,9,-75,33,13,-13,13,-13,35,-35,44,16,-26,-22,22,-22,-28,50,-10,43,-15,22,6,-37,16,14,-14,-88
522,522,44260,Starkville, MS,-88.88,33.42,USA,1,18,28,22,-22,47,-16,8,8,-8,0,40,56,-90,8,-60,60,63,-22,-75,20,-44,92,0,-81,54,-54,66,-20,37,-37,-36,36,7,-94,88,-60,-33,0,18,-18,0,-50,-100,120,40,-18,-85,66,-120,100,0,0,28,22,33,-33,-50,-40,85,-22,66,-66,22,-50,0,0,-40,66,-66,66,-120,120,40,-142,155,-66,-28,28,22,-22,-66,66,22,-22,0,-28,-40,120,-90,0,50,46,-13,-80,28,22,18,-18,0,0,-50,66,0,-40,54,25,-40,15,0,25,-25,25,-11,-13,13,0,-120,40
523,523,34380,Mount Pleasant, MI,-84.85,43.64,USA,1,133,-50,114,0,-20,-25,0,52,-28,0,-40,40,-25,0,25,36,-36,-40,28,-66,54,-54,-66,85,18,15,13,-28,0,58,30,6,-78,35,-107,-100,133,-22,0,0,22,-50,28,22,-50,-40,85,0,-50,-100,0,0,120,40,-100,0,0,-200,200,-40,0,0,40,0,-40,66,54,-111,0,40,-40,0,40,0,50,-22,66,-13,-111,100,-100,100,28,-90,50,-133,120,-28,0,0,-100,100,0,-100,0,142,-66,0,66,-40,0,40,-200,200,40,-100,40,80,-80,-40,-66,-200,200,0,85,18,-66,0
524,524,37660,Parsons, KS,-95.3,37.19,USA,1,100,-200,200,0,-66,66,-66,0,100,66,-200,200,100,-100,100,-100,100,66,-200,200,0,-200,200,66,40,-200,200,0,-200,200,0,40,-100,0,0,-200,200,-200,0,0,200,-200,0,0,200,-200,0,0,0,0,0,200,0,-200,0,200,-200,0,200,-200,0,200,-200,200,0,-200,0,0,200,0,66,40,-200,0,200,0,0,-200,200,-200,0,0,200,66,-200,200,-40,-200,200,-200,200,-200,200,-66,-200,200,0,-200,200,-66,66,-66,100,-200,200,-50,-100,-200,200,0,-66,-200,0,0,200,-200,200,-66
525,525,41460,Salina, KS,-97.65,38.96,USA,1,133,-85,66,22,33,13,-46,33,35,-85,54,-33,109,-61,20,-9,-10,-25,-33,0,33,0,35,-85,40,28,81,-62,-10,-40,40,-57,46,-120,66,0,0,22,0,-50,28,-28,50,-85,0,66,-28,0,66,-40,-28,50,0,-133,133,-22,0,-66,0,40,28,54,-200,200,0,0,-66,66,85,0,0,18,0,-100,66,0,22,33,-15,-66,28,22,0,-133,155,-66,-28,66,-66,50,-50,28,0,-66,111,-54,22,-50,28,22,-22,-28,28,-200,0,200,-66,0,40,0,0,28,-28,-40,40,66,-66,-100
526,526,26740,Hutchinson, KS,-98.09,37.95,USA,1,40,28,-28,0,50,57,-100,90,-28,28,-28,0,-18,33,44,-75,-50,28,54,-54,54,25,-57,18,-40,66,0,-28,28,-13,-33,0,0,0,0,0,-133,100,0,28,-28,-40,66,22,-200,200,66,-142,0,0,120,-28,-100,0,100,0,0,-40,66,0,-66,66,-66,-66,0,120,-66,0,40,66,-66,28,-200,200,40,-40,40,28,40,-66,-100,66,0,-66,100,0,28,-66,40,-40,85,18,-66,50,-22,-66,0,85,-85,111,-54,-28,80,-150,120,-28,28,-66,85,-50,66,-66,28,-120,142,-40,76,-160
527,527,23460,Gadsden, AL,-86.03,34.05,USA,1,-28,28,22,33,-15,0,-40,93,-114,90,-155,155,-120,66,54,13,-46,33,-80,0,80,0,44,-58,28,-66,93,-20,28,-8,-75,0,0,-133,150,-15,-66,-200,200,28,-66,0,0,0,100,-40,-120,0,-200,200,28,-28,-100,142,-66,-100,133,-85,85,-50,0,0,-40,100,-40,-66,40,0,28,22,-133,100,-200,200,-28,28,-66,0,0,40,-40,40,0,28,-66,40,0,-100,66,0,120,-46,-22,-28,28,-28,0,50,-85,66,40,-40,-120,120,-66,0,40,-40,66,-120,150,-33,-85,120,-90,0,50,-50
528,528,34740,Muskegon, MI,-86.15,43.29,USA,1,90,47,-60,35,33,-33,9,0,-9,-10,28,-18,9,8,-8,-44,13,-13,72,0,-30,-31,31,0,42,-42,-31,22,-50,-100,138,-75,33,-15,28,-46,33,44,-31,-13,-80,80,25,-57,57,-100,80,0,-54,85,-35,-33,46,-13,0,0,-111,40,0,28,0,0,-66,0,85,-85,111,-33,0,-50,90,0,-66,22,0,-50,0,66,-66,50,-50,0,0,-100,142,15,0,-15,15,0,-15,0,-66,66,15,-54,22,57,-127,133,-22,-13,25,-100,114,-31,22,-22,0,-28,40,43,-54,31,-44,35,-22,-28
529,529,24140,Goldsboro, NC,-78.0,35.36,USA,1,166,-9,-22,0,0,11,-127,111,0,44,-93,66,47,-73,28,0,-46,18,15,25,-40,50,0,0,-22,-46,46,0,66,-56,-76,54,44,-58,0,15,35,-35,-80,90,-46,0,46,-28,-66,80,-54,40,0,-40,40,-66,90,-46,57,-57,0,33,-54,-66,66,40,-100,127,-11,-46,-22,-28,-40,40,66,-100,85,18,-40,0,54,-33,46,-28,-66,66,-18,18,15,25,-57,18,-18,0,18,-142,150,-111,127,-25,-33,18,50,-35,-54,76,-25,-33,57,-25,25,-40,50,-50,28,0,0,-46,46,-13,-54,-120
530,530,20100,Dover, DE,-75.57,39.09,USA,1,107,-22,31,30,-100,88,-16,24,0,19,-42,24,-66,72,33,-10,10,-33,-22,-8,58,0,9,-31,-20,14,37,-58,22,-50,43,0,-43,28,-18,33,-24,24,-94,-85,111,-80,80,-54,22,75,-58,-100,111,0,-150,133,57,-76,40,15,-33,18,-40,0,66,0,-155,150,0,-33,33,25,-76,76,-25,-80,50,33,-33,-133,150,-80,90,-90,66,-18,57,-40,40,0,-57,0,-85,85,82,-52,-111,100,40,0,-40,-40,22,18,-18,0,-50,0,80,25,-40,15,25,0,10,0,-66,109,-19,-33,-50,-40
531,531,34540,Mount Vernon, OH,-82.42,40.4,USA,1,0,0,200,-28,-100,66,100,-18,-200,200,-40,40,0,28,-28,-200,200,-111,66,-200,200,-66,66,40,50,18,-66,0,66,-18,-133,0,120,-28,0,0,-100,100,0,-200,200,-120,-200,200,-40,-66,0,133,-133,0,100,-100,-200,0,200,0,-200,0,200,-66,-200,0,200,100,-200,200,-200,200,-200,200,-200,200,66,-200,200,-200,200,-100,66,-200,200,66,-200,0,200,0,-100,120,-66,-66,66,40,28,-66,0,40,0,-100,66,40,0,0,0,0,-40,100,-40,-120,66,0,0,85,-133,120,40,-142,66,-66
532,532,36100,Ocala, FL,-82.06,29.21,USA,1,76,61,-34,-18,-10,28,45,-5,0,-40,22,28,-58,42,21,-21,-61,71,-5,15,-40,44,0,-44,25,24,41,-33,-4,18,-52,25,-58,22,0,-72,0,52,-18,26,0,-36,-11,22,18,-66,73,7,13,-90,50,-35,44,-31,-28,28,-28,50,40,-115,54,-33,57,20,-31,-13,44,-75,66,-10,20,-31,-46,46,-46,0,75,16,-73,73,-8,-18,-10,61,-12,-22,-52,35,-50,66,-28,20,16,-88,57,0,-40,73,-8,8,42,-50,15,-66,35,26,-16,-9,26,-36,-57,100,6,-66,22,33,6,-30
533,533,31300,Lumberton, NC,-79.1,34.64,USA,1,0,-15,58,-20,20,24,-66,35,40,-14,-36,0,-57,82,15,-15,-66,58,16,-16,16,0,-8,15,0,-80,28,0,47,-8,15,-43,20,-31,31,-75,0,46,11,-127,85,46,11,-25,35,-133,66,54,-33,-22,22,0,-22,0,40,0,50,-66,33,-15,15,25,-200,200,-11,-120,0,111,44,0,-138,66,0,66,-28,0,0,0,85,-100,57,-57,57,20,-93,54,44,-31,31,-31,11,61,-72,60,-100,18,73,-88,18,50,0,-10,-11,81,-161,138,-9,18,-40,-66,0,76,50,-6,-54,40,-82,-200
534,534,47180,Vincennes, IN,-87.42,38.69,USA,1,200,28,-66,85,-50,-100,150,-80,28,-28,50,-85,120,-46,-133,120,-120,100,-40,40,90,-66,66,-90,-40,40,50,57,-200,200,0,100,-40,0,0,85,-85,0,-200,200,-100,100,-200,0,200,0,0,0,100,0,-100,66,0,-66,0,-200,200,100,0,-100,0,0,120,-120,66,0,-200,200,-100,120,-120,142,-142,66,0,0,66,-28,0,-40,40,-100,120,-28,66,-66,28,-28,-100,120,-120,0,100,50,-85,40,66,-200,200,-142,133,-133,120,-28,28,-200,200,0,80,-150,-200,200,28,-66,0,100,-100,-200
535,535,27740,Johnson City, TN,-82.33,36.25,USA,1,66,-28,36,-26,-10,61,-26,-16,37,0,6,-51,66,-58,62,-10,-5,-11,-6,33,-33,6,31,-25,-6,-37,0,8,22,-6,-43,61,-61,43,-33,-10,43,-33,18,-18,0,-66,0,33,-111,66,40,-18,66,0,-85,-28,28,22,-50,107,-66,18,80,-111,93,-44,-15,-40,85,-85,22,18,-18,75,-58,-66,100,-76,22,82,-82,57,-11,-155,150,13,31,-20,-40,0,15,13,-13,52,0,0,-52,0,-15,58,-58,40,28,8,7,-54,31,-9,0,-85,66,40,-8,-31,0,22,-10,50,-60,40,15,-129
536,536,14380,Boone, NC,-81.7,36.23,USA,1,100,-200,200,18,15,0,-15,-40,40,15,-33,-50,66,0,28,-66,76,-40,-18,18,-100,138,-75,66,-85,-66,111,0,-54,76,0,0,-127,138,-44,-80,-40,66,40,-100,66,0,40,-66,66,-142,120,-28,-200,200,66,0,-120,0,66,0,85,-85,40,50,18,-100,100,-142,100,-40,40,28,0,-66,0,0,66,-66,66,-28,66,-40,0,-28,-40,0,66,-28,-40,0,85,57,-25,-33,33,-111,100,-142,142,-40,-28,66,0,28,-46,18,0,15,-54,66,-46,33,0,-54,40,-66,90,-28,-66,0,80,-111
537,537,32000,Marion, NC,-82.05,35.68,USA,1,100,-40,100,-100,0,85,-22,-28,0,66,-66,28,40,-18,-85,120,0,-66,22,-50,50,0,-85,0,40,0,0,-100,155,-66,22,-85,100,-40,-28,0,-40,85,-50,0,-40,0,-66,100,66,-200,200,-40,-66,0,66,40,66,-142,100,-40,66,22,-200,0,200,0,0,0,40,-100,120,-66,66,-120,66,0,66,-120,0,66,40,0,28,22,-50,-100,0,120,-120,66,-66,66,0,85,-85,0,40,28,-66,66,-66,-200,200,-66,-200,200,-100,0,66,85,-85,40,-40,85,0,0,0,-85,66,-66,66,-120
538,538,27600,Jefferson, GA,-83.57,34.13,USA,1,50,0,18,-66,107,-22,11,-25,-33,57,-57,18,-100,120,-13,52,-100,-28,80,44,-20,20,-9,-50,50,-10,-11,-28,28,22,-133,133,-66,-22,93,-93,0,-66,40,-100,150,-54,-28,50,-22,54,-54,54,-111,85,-133,120,-28,80,-80,0,50,18,-18,-22,40,-18,0,-22,-66,40,28,-66,40,80,-80,-100,66,85,-85,40,50,-22,22,-22,0,-200,200,-54,0,22,-22,-28,0,-200,200,0,-50,28,-28,28,-66,100,0,-40,40,0,28,-90,0,50,-22,0,-28,50,18,15,-33,33,44,-44,-33,18
539,539,17980,Columbus, GA-AL,-84.91,32.44,USA,1,75,62,-27,27,17,-22,-10,15,25,-16,-70,16,37,27,-27,27,-22,-35,35,-16,-6,31,0,8,-18,0,18,-40,35,-24,46,-41,-5,-48,0,48,-25,-24,-9,-35,25,10,-22,-13,0,25,-11,-13,78,-90,40,-57,66,-10,0,-57,75,-44,72,-72,13,-28,50,-10,-11,-13,-15,-18,46,47,-47,22,0,-66,88,-47,11,-76,93,8,-28,36,-60,66,0,-7,-47,72,-42,0,30,23,-11,-51,9,24,-24,8,45,-53,42,-26,7,-7,-8,28,-37,37,43,-63,-26,62,10,-89,22,33,-43,-25
540,540,25980,Hinesville, GA,-81.6,31.8,USA,1,40,28,-66,0,66,0,-66,40,-40,66,100,-28,-40,-40,0,85,-50,15,13,-13,-33,75,-44,-54,-28,90,-46,0,18,50,-10,-127,66,-28,0,80,-111,66,0,-66,85,-85,40,0,28,-120,100,50,-22,-66,40,0,50,-200,200,40,-40,85,-85,-66,66,40,-100,-200,200,-120,66,85,-22,-66,66,40,-100,85,-85,40,66,-40,-28,-100,66,40,50,-22,0,-28,0,28,-28,0,-40,85,-85,111,-80,0,50,-85,40,66,-40,22,-50,28,0,0,-200,200,-54,76,-25,-54,-28,80,60,-105,0,-66
541,541,154,Nepal,ASIA,83.939,28.253,NPL,1,200,0,0,0,-200,0,0,200,66,-200,0,200,0,-200,200,-200,0,200,120,-66,-66,-200,200,0,0,-200,200,-200,200,0,-200,0,200,-66,-200,0,200,0,-200,200,-120,-200,200,-200,0,0,200,0,-200,200,-66,66,40,-100,0,0,-200,200,-200,200,-66,0,0,100,-200,200,66,0,-200,0,0,0,0,200,-200,200,-200,0,0,200,-200,0,200,-200,200,-200,200,-200,200,-200,0,0,200,-100,-200,200,0,66,-66,0,-200,200,0,-200,0,200,0,-200,200,0,66,100,-142,0,-200,0,0,200
542,542,29300,LaGrange, GA,-85.03,33.03,USA,1,-200,200,120,40,-100,-200,200,9,-75,0,46,-46,18,-142,150,0,-33,-22,-200,200,-40,111,-54,66,-120,66,22,46,-120,40,50,0,-50,28,22,18,-66,-100,142,-66,0,0,-200,200,-200,200,-66,40,50,-85,0,-66,0,66,-200,200,-200,200,-66,-200,200,-200,200,-200,200,66,40,0,-100,66,0,40,-40,-200,200,40,-100,100,-200,200,-66,-66,-200,200,100,-40,0,40,28,-120,120,0,0,-120,66,-66,120,-28,-40,85,-50,0,0,-40,-66,120,-28,-100,120,54,-33,-133,150,-80,-40,0,85,-133
543,543,43340,Shreveport-Bossier City, LA,-93.67,32.49,USA,1,85,-58,66,-58,8,51,-4,38,14,-71,11,-5,24,38,-51,14,19,-48,21,17,18,12,0,0,-12,9,-16,3,18,-12,-10,-11,-8,8,-32,-11,0,22,4,-15,-76,40,15,0,-43,20,30,0,6,-20,-47,54,-15,22,-50,36,-8,-40,47,7,-54,11,20,-20,71,-45,0,-40,0,54,-54,11,-40,50,-35,-80,114,53,-30,-24,-20,20,37,-20,0,26,-34,15,0,-24,8,22,-6,25,-66,28,-18,51,-12,-22,8,-36,43,-33,-22,60,-6,48,-42,18,32,-144,148,-16,-62,40,5,-92
544,544,20460,Durant, OK,-96.26,33.96,USA,1,85,0,0,0,-85,85,0,0,88,-36,36,-125,-40,146,37,-71,10,-66,33,-54,22,33,25,-25,0,-80,80,0,-111,100,0,40,0,-11,-120,100,-40,-120,142,-18,-50,50,-133,142,-100,40,-40,40,28,-28,-40,66,-66,66,-28,-100,100,0,28,-28,28,-66,-66,0,66,100,-18,-50,50,-133,100,28,0,0,0,-66,-66,142,-100,100,-100,-66,66,85,-133,133,18,-66,28,-28,-100,100,-100,66,0,40,28,66,-66,0,40,-40,22,0,-133,142,15,-54,-66,66,0,40,-40,0,-66,0,85,-22
545,545,25460,Harrison, AR,-93.16,36.08,USA,1,66,-66,-200,200,66,-200,0,0,200,0,0,0,0,-200,200,-100,0,-200,0,200,0,40,-100,0,0,-200,200,66,-66,0,0,-200,200,-200,0,0,200,28,-66,-66,-200,0,0,0,200,0,0,-200,200,-200,200,-200,0,0,0,0,0,200,0,-200,0,200,-200,200,-200,200,0,-200,200,-66,0,-200,0,200,-200,0,0,0,0,0,0,0,200,66,40,-100,-200,200,-200,200,-200,200,-200,200,40,-100,0,0,0,-200,200,100,0,-40,-66,-200,0,200,100,0,-200,200,-200,200,-200,0,0,0
546,546,40780,Russellville, AR,-93.23,35.21,USA,1,0,-28,-40,40,-40,40,50,0,-22,-28,0,66,50,-107,66,28,22,0,-10,0,0,56,-66,-28,50,-107,80,-111,66,-28,80,-15,-66,28,40,-40,22,-22,-28,-200,200,150,-33,-22,22,0,-85,-66,120,-28,80,-111,0,66,-28,-40,40,28,40,-100,0,40,-40,66,-120,0,66,85,-50,66,-40,0,54,-80,-40,0,40,80,-80,-100,100,50,-22,-28,28,-66,100,-66,-40,40,0,28,0,0,0,-120,66,85,0,-50,0,0,-100,142,-40,-120,150,-33,-85,66,-28,66,28,-46,-22,40,0,-100
547,547,37900,Peoria, IL,-89.52,40.79,USA,1,40,66,-40,-66,111,-15,73,-47,31,-58,0,50,0,-35,35,9,-58,80,-54,40,-82,109,-42,-58,15,44,16,-36,0,0,-40,-40,0,40,0,-40,93,-114,100,-25,-54,-28,0,0,50,-133,0,66,66,0,-28,50,18,-100,66,-66,40,66,-100,66,40,-40,-120,142,-100,0,66,-120,66,0,0,0,40,28,-66,66,-28,50,-200,200,-50,28,-28,80,-33,0,33,-111,66,0,-66,85,0,-22,22,-85,40,0,80,-15,-18,-22,-66,85,57,-25,-15,28,-120,40,0,66,-18,57,-11,-66,66,-200
548,548,48660,Wichita Falls, TX,-98.49,33.77,USA,1,100,-66,66,15,-150,142,-100,100,66,-28,-40,15,35,0,9,48,-25,0,-80,-40,40,15,-54,115,-60,11,28,-28,-40,58,-20,43,-94,-22,-66,100,0,50,-107,50,33,52,-40,-28,-66,66,-100,0,100,-66,50,-22,-28,50,-22,-28,50,-50,0,0,-40,85,0,-22,-66,66,0,54,-80,0,-40,120,-13,-15,-40,0,54,-15,50,-22,-90,-100,66,120,-90,66,15,-33,-22,22,18,-66,66,28,-66,0,22,33,44,-114,-40,85,18,-66,125,-36,-100,66,-142,160,-57,33,35,-107,90,-28,15,0
549,549,19980,Dodge City, KS,-99.89,37.69,USA,1,200,-100,66,-66,66,40,-100,100,28,0,-28,-200,200,-66,133,-22,0,-66,85,-85,0,40,28,22,-50,-40,66,-66,0,-66,100,0,-40,0,40,-200,200,0,-200,200,-200,200,0,-200,200,-200,200,-200,0,0,200,-100,-200,200,-200,200,100,-40,-66,-200,0,200,-100,0,0,66,0,-66,-200,200,120,-66,40,-200,200,0,66,0,-66,66,-66,-200,0,200,133,-133,100,0,-100,66,-66,-200,200,0,0,66,-200,200,0,0,66,-66,120,-120,-200,200,-100,66,0,-66,-200,200,-200,0,200,0,-200,0
550,550,11060,Altus, OK,-99.41,34.59,USA,1,0,66,0,40,-40,-200,200,-200,200,0,66,-120,66,-200,200,-40,0,-200,200,0,-200,200,66,0,-66,40,28,-66,-200,0,200,40,-200,0,200,-40,0,-200,200,100,-200,0,200,-200,0,200,0,66,-66,-200,0,0,200,-200,0,200,0,0,0,-200,0,200,66,-200,200,-200,200,0,-200,0,200,-200,200,-200,0,200,0,0,120,-120,-200,200,66,-28,-200,200,-40,-66,66,85,-133,120,-28,-40,0,0,-66,0,66,-66,66,-200,200,-66,100,-40,-66,100,-100,-200,200,66,-200,200,100,0,-100,0
